n_days,n_g4,n_breaks,break_rate,n_trades,avg_r,total_r,win_rate,avg_orb_size,direction_bias,n_long,n_short,n_winter,avg_r_winter,total_r_winter,wr_winter,n_summer,avg_r_summer,total_r_summer,wr_summer,instrument,brisbane_time,bris_h,bris_m,current_session
2542,70,70,1.0000,70,0.0022,0.1549,0.3143,6.9371,0.0857,38,32,32,-0.2215,-7.0889,0.2500,38,0.1906,7.2438,0.3684,MGC,00:00,0,0,
2518,47,47,1.0000,47,0.1155,5.4262,0.3617,7.1447,-0.1064,21,26,21,-0.2857,-6.0000,0.2381,26,0.4395,11.4262,0.4615,MGC,00:15,0,15,
2546,49,49,1.0000,49,0.1590,7.7895,0.3673,7.0653,0.3061,32,17,24,0.0000,0.0000,0.3333,25,0.3116,7.7895,0.4000,MGC,00:30,0,30,0030/US_EQ(EST)
2527,52,52,1.0000,52,0.0962,5.0000,0.3654,6.3327,0.1923,31,21,19,0.1053,2.0000,0.3684,33,0.0909,3.0000,0.3636,MGC,00:45,0,45,
2561,68,68,1.0000,68,0.3381,22.9877,0.4412,6.3779,0.0588,36,32,24,0.5412,12.9877,0.5000,44,0.2273,10.0000,0.4091,MGC,01:00,1,0,
2546,62,62,1.0000,62,0.3376,20.9315,0.4355,6.5161,-0.0323,30,32,28,0.1786,5.0000,0.3929,34,0.4686,15.9315,0.4706,MGC,01:15,1,15,
2577,160,160,1.0000,160,0.2169,34.7028,0.3688,7.3056,0.0375,83,77,71,0.0551,3.9087,0.3099,89,0.3460,30.7940,0.4157,MGC,01:30,1,30,
2577,100,99,0.9900,99,0.1119,11.0779,0.3636,7.0530,0.1111,55,44,44,0.1591,7.0000,0.3864,55,0.0741,4.0779,0.3455,MGC,01:45,1,45,
2581,133,133,1.0000,133,0.1169,15.5452,0.3534,6.8977,-0.0526,63,70,46,0.1590,7.3152,0.3696,87,0.0946,8.2300,0.3448,MGC,02:00,2,0,
2578,108,107,0.9907,107,0.3169,33.9104,0.4206,6.6556,0.1215,60,47,36,0.3333,12.0000,0.4444,71,0.3086,21.9104,0.4085,MGC,02:15,2,15,
2579,121,121,1.0000,121,-0.1075,-13.0092,0.2893,6.7306,0.1405,69,52,52,0.0037,0.1899,0.3269,69,-0.1913,-13.1991,0.2609,MGC,02:30,2,30,
2577,91,91,1.0000,91,0.2860,26.0279,0.4066,7.2110,0.0769,49,42,38,0.3718,14.1296,0.4211,53,0.2245,11.8983,0.3962,MGC,02:45,2,45,
2581,162,161,0.9938,161,0.2033,32.7294,0.3727,6.7463,0.1180,90,71,47,0.1652,7.7656,0.3830,114,0.2190,24.9638,0.3684,MGC,03:00,3,0,
2580,105,105,1.0000,105,0.0590,6.1964,0.3524,6.3886,0.0095,53,52,33,0.0909,3.0000,0.3636,72,0.0444,3.1964,0.3472,MGC,03:15,3,15,
2580,130,130,1.0000,130,-0.0595,-7.7383,0.3000,6.3569,0.1231,73,57,45,-0.0164,-0.7383,0.2889,85,-0.0824,-7.0000,0.3059,MGC,03:30,3,30,
2580,125,125,1.0000,125,0.0616,7.6966,0.3360,6.0168,0.0240,64,61,44,-0.2322,-10.2173,0.2273,81,0.2212,17.9139,0.3951,MGC,03:45,3,45,
2580,165,162,0.9818,162,0.1705,27.6176,0.3457,6.9279,0.1728,95,67,75,0.0737,5.5266,0.3067,87,0.2539,22.0910,0.3793,MGC,04:00,4,0,
2581,111,111,1.0000,111,0.3942,43.7591,0.4234,6.8829,0.0811,60,51,51,0.3412,17.4037,0.4118,60,0.4393,26.3554,0.4333,MGC,04:15,4,15,
2581,103,102,0.9903,102,-0.1682,-17.1600,0.2549,7.3301,-0.0196,50,52,48,-0.1387,-6.6584,0.2500,54,-0.1945,-10.5015,0.2593,MGC,04:30,4,30,
2578,79,79,1.0000,79,-0.0703,-5.5560,0.2658,7.0759,0.0633,42,37,40,-0.0007,-0.0281,0.2750,39,-0.1417,-5.5280,0.2564,MGC,04:45,4,45,
2580,133,133,1.0000,133,0.0584,7.7691,0.3008,6.5526,0.0226,68,65,60,0.1976,11.8567,0.3167,73,-0.0560,-4.0876,0.2877,MGC,05:00,5,0,
2581,96,96,1.0000,96,0.0079,0.7614,0.2812,6.8740,-0.1042,43,53,46,0.1998,9.1889,0.3043,50,-0.1686,-8.4275,0.2600,MGC,05:15,5,15,
2579,122,121,0.9918,121,-0.0111,-1.3476,0.2893,6.5156,-0.1736,50,71,40,-0.2431,-9.7230,0.2000,81,0.1034,8.3753,0.3333,MGC,05:30,5,30,
2578,87,87,1.0000,87,0.3051,26.5424,0.3908,6.9253,0.1034,48,39,37,0.1737,6.4280,0.3243,50,0.4023,20.1144,0.4400,MGC,05:45,5,45,
2580,113,113,1.0000,113,0.0341,3.8478,0.3009,6.2425,0.0088,57,56,49,-0.1485,-7.2778,0.2449,64,0.1738,11.1256,0.3438,MGC,06:00,6,0,
2580,84,84,1.0000,84,0.1619,13.5982,0.3333,6.2857,0.0238,43,41,31,-0.0996,-3.0863,0.2903,53,0.3148,16.6845,0.3585,MGC,06:15,6,15,
2580,101,101,1.0000,101,-0.2083,-21.0370,0.2079,6.5842,0.1089,56,45,57,-0.3816,-21.7484,0.1579,44,0.0162,0.7114,0.2727,MGC,06:30,6,30,
2577,64,64,1.0000,64,0.3940,25.2141,0.3906,6.6156,-0.1875,26,38,24,0.3022,7.2538,0.3750,40,0.4490,17.9603,0.4000,MGC,06:45,6,45,
2580,108,107,0.9907,107,0.2407,25.7600,0.2991,7.0972,0.2150,65,42,34,0.2297,7.8084,0.2647,73,0.2459,17.9515,0.3151,MGC,07:00,7,0,
2580,85,84,0.9882,84,0.0661,5.5484,0.3214,6.9000,0.0238,43,41,28,0.0878,2.4579,0.3214,56,0.0552,3.0905,0.3214,MGC,07:15,7,15,
2580,107,105,0.9813,105,0.0779,8.1843,0.2381,6.4103,0.1238,59,46,38,-0.1713,-6.5096,0.1579,67,0.2193,14.6939,0.2836,MGC,07:30,7,30,
2580,114,113,0.9912,113,-0.0456,-5.1554,0.2124,6.4430,-0.0265,55,58,43,-0.1526,-6.5613,0.1860,70,0.0201,1.4059,0.2286,MGC,07:45,7,45,
2581,178,174,0.9775,174,0.1064,18.5211,0.1954,6.3567,0.0575,92,82,51,-0.0453,-2.3122,0.1176,123,0.1694,20.8333,0.2276,MGC,08:00,8,0,CME_OPEN(CDT)
2581,191,185,0.9686,185,0.0253,4.6791,0.1189,6.0461,0.0811,100,85,40,-0.0308,-1.2320,0.0500,145,0.0408,5.9111,0.1379,MGC,08:15,8,15,
2581,582,468,0.8041,468,0.0148,6.9209,0.0427,7.9074,0.0598,248,220,38,0.1100,4.1814,0.1316,430,0.0064,2.7395,0.0349,MGC,08:30,8,30,
2580,271,186,0.6863,186,-0.0471,-8.7697,0.0108,6.4166,0.0000,93,93,30,0.0286,0.8572,0.0000,156,-0.0617,-9.6269,0.0128,MGC,08:45,8,45,
2581,439,439,1.0000,439,0.0755,33.1519,0.3303,6.4408,-0.0023,219,220,125,0.0485,6.0595,0.3360,314,0.0863,27.0924,0.3280,MGC,09:00,9,0,0900/CME_OPEN(CST)
2581,319,319,1.0000,319,-0.0252,-8.0411,0.2947,6.1737,-0.0031,159,160,105,0.1954,20.5143,0.3714,214,-0.1334,-28.5553,0.2570,MGC,09:15,9,15,
2582,690,687,0.9957,687,0.1643,112.8929,0.3071,7.1716,-0.0015,343,344,274,0.1403,38.4558,0.2774,413,0.1802,74.4371,0.3269,MGC,09:30,9,30,
2581,508,508,1.0000,508,0.1059,53.7915,0.3150,6.4256,0.0039,255,253,140,0.0280,3.9168,0.3357,368,0.1355,49.8747,0.3071,MGC,09:45,9,45,
2582,614,612,0.9967,612,0.0935,57.2174,0.2794,6.8814,0.0588,324,288,127,0.1499,19.0406,0.3701,485,0.0787,38.1768,0.2557,MGC,10:00,10,0,1000
2581,385,385,1.0000,385,0.0829,31.9115,0.3065,6.2652,0.1065,213,172,112,0.1598,17.8972,0.3571,273,0.0513,14.0142,0.2857,MGC,10:15,10,15,
2581,463,462,0.9978,462,0.0481,22.2339,0.2814,6.8737,0.0173,235,227,206,0.0403,8.2932,0.2816,256,0.0545,13.9406,0.2812,MGC,10:30,10,30,
2581,403,402,0.9975,402,0.0648,26.0348,0.2761,6.7429,0.0149,204,198,196,-0.0311,-6.0970,0.2398,206,0.1560,32.1318,0.3107,MGC,10:45,10,45,
2581,450,449,0.9978,449,0.0733,32.8969,0.2584,7.0591,0.0690,240,209,245,0.0987,24.1696,0.2449,204,0.0428,8.7272,0.2745,MGC,11:00,11,0,1100
2581,259,259,1.0000,259,0.0703,18.2032,0.3050,7.3317,0.0425,135,124,121,0.1345,16.2764,0.3306,138,0.0140,1.9267,0.2826,MGC,11:15,11,15,
2581,250,250,1.0000,250,-0.0080,-2.0050,0.2760,7.4668,0.1520,144,106,129,-0.0874,-11.2788,0.2481,121,0.0766,9.2738,0.3058,MGC,11:30,11,30,1130
2580,196,196,1.0000,196,0.0670,13.1307,0.2959,6.9612,0.0102,99,97,103,0.2275,23.4320,0.3592,93,-0.1108,-10.3013,0.2258,MGC,11:45,11,45,
2580,215,215,1.0000,215,-0.0162,-3.4904,0.2651,7.1740,0.1535,124,91,113,-0.0292,-3.3012,0.2389,102,-0.0019,-0.1892,0.2941,MGC,12:00,12,0,
2580,155,154,0.9935,154,0.0713,10.9830,0.2922,7.5665,0.0260,79,75,82,0.0302,2.4804,0.2683,72,0.1181,8.5027,0.3194,MGC,12:15,12,15,
2581,139,138,0.9928,138,0.0188,2.5981,0.2899,7.4468,-0.0435,66,72,72,-0.1475,-10.6216,0.2361,66,0.2003,13.2197,0.3485,MGC,12:30,12,30,
2581,149,147,0.9866,147,0.0549,8.0650,0.2925,6.9872,0.1020,81,66,80,-0.0448,-3.5806,0.2750,67,0.1738,11.6457,0.3134,MGC,12:45,12,45,
2560,149,147,0.9866,147,0.1482,21.7904,0.3061,7.0812,-0.1565,62,85,71,0.0853,6.0541,0.3239,76,0.2071,15.7363,0.2895,MGC,13:00,13,0,
2559,131,130,0.9924,130,-0.1372,-17.8315,0.2538,7.0786,0.0769,70,60,70,-0.2321,-16.2442,0.2286,60,-0.0265,-1.5873,0.2833,MGC,13:15,13,15,
2557,140,140,1.0000,140,0.1993,27.9022,0.3571,7.1071,0.1571,81,59,60,0.0266,1.5945,0.3000,80,0.3288,26.3077,0.4000,MGC,13:30,13,30,
2554,99,99,1.0000,99,0.0813,8.0490,0.3030,6.7586,0.1111,55,44,56,0.1418,7.9397,0.3393,43,0.0025,0.1093,0.2558,MGC,13:45,13,45,
2539,182,175,0.9615,175,0.2477,43.3543,0.3029,8.2687,0.0971,96,79,59,0.0042,0.2475,0.2712,116,0.3716,43.1068,0.3190,MGC,14:00,14,0,
2533,110,109,0.9909,109,-0.0404,-4.4022,0.2752,7.1436,-0.0275,53,56,44,-0.0157,-0.6895,0.2955,65,-0.0571,-3.7127,0.2615,MGC,14:15,14,15,
2520,147,147,1.0000,147,0.1528,22.4579,0.3197,7.8170,0.0204,75,72,72,-0.0891,-6.4177,0.2361,75,0.3850,28.8756,0.4000,MGC,14:30,14,30,
2505,111,111,1.0000,111,0.0738,8.1877,0.3063,6.7477,0.0811,60,51,41,-0.0721,-2.9561,0.2683,70,0.1592,11.1438,0.3286,MGC,14:45,14,45,
2510,160,158,0.9875,158,0.1898,29.9904,0.2975,7.7069,0.0759,85,73,79,0.0146,1.1550,0.2278,79,0.3650,28.8354,0.3671,MGC,15:00,15,0,
2502,107,107,1.0000,107,0.2285,24.4444,0.3271,6.5981,0.0093,54,53,49,0.0462,2.2621,0.2857,58,0.3825,22.1823,0.3621,MGC,15:15,15,15,
2494,105,105,1.0000,105,-0.0046,-0.4851,0.2667,7.2038,0.2381,65,40,53,-0.1227,-6.5006,0.2453,52,0.1157,6.0155,0.2885,MGC,15:30,15,30,
2498,84,83,0.9881,83,-0.1159,-9.6185,0.2530,7.3060,0.0120,42,41,40,0.0982,3.9266,0.3250,43,-0.3150,-13.5450,0.1860,MGC,15:45,15,45,
2490,99,98,0.9899,98,0.1337,13.1067,0.3061,7.9828,0.1224,55,43,58,0.2272,13.1750,0.3621,40,-0.0017,-0.0683,0.2250,MGC,16:00,16,0,
2396,60,59,0.9833,59,-0.1280,-7.5540,0.2542,7.9317,0.0508,31,28,42,-0.0454,-1.9048,0.2857,17,-0.3323,-5.6492,0.1765,MGC,16:15,16,15,
2417,75,74,0.9867,74,0.2064,15.2758,0.3108,7.2760,0.1622,43,31,47,-0.0308,-1.4474,0.2553,27,0.6194,16.7232,0.4074,MGC,16:30,16,30,
2459,61,59,0.9672,59,-0.1822,-10.7477,0.2373,7.5803,-0.0169,29,30,38,-0.1676,-6.3699,0.2368,21,-0.2085,-4.3778,0.2381,MGC,16:45,16,45,
841,36,35,0.9722,35,0.3250,11.3763,0.3714,7.9139,0.2000,21,14,35,0.3250,11.3763,0.3714,0,,0.0000,,MGC,17:00,17,0,LONDON(BST)
791,20,18,0.9000,18,0.0270,0.4863,0.2778,8.0700,0.0000,9,9,18,0.0270,0.4863,0.2778,0,,0.0000,,MGC,17:15,17,15,
801,15,15,1.0000,15,0.2946,4.4194,0.4000,8.5000,0.0667,8,7,15,0.2946,4.4194,0.4000,0,,0.0000,,MGC,17:30,17,30,
800,15,15,1.0000,15,-0.0481,-0.7216,0.2667,8.6667,-0.0667,7,8,15,-0.0481,-0.7216,0.2667,0,,0.0000,,MGC,17:45,17,45,
1674,221,213,0.9638,213,0.1393,29.6661,0.2629,9.5498,-0.0610,100,113,0,,0.0000,,213,0.1393,29.6661,0.2629,MGC,18:00,18,0,1800/LONDON(GMT)
1521,66,66,1.0000,66,0.2132,14.0726,0.3636,8.3227,-0.1212,29,37,0,,0.0000,,66,0.2132,14.0726,0.3636,MGC,18:15,18,15,
1562,56,56,1.0000,56,0.1786,10.0039,0.3750,7.0964,0.1071,31,25,0,,0.0000,,56,0.1786,10.0039,0.3750,MGC,18:30,18,30,
1517,40,40,1.0000,40,0.1424,5.6972,0.3750,6.7375,0.0500,21,19,0,,0.0000,,40,0.1424,5.6972,0.3750,MGC,18:45,18,45,
2498,185,182,0.9838,182,0.4443,80.8683,0.3956,9.6411,0.1648,106,76,124,0.4261,52.8359,0.3548,58,0.4833,28.0324,0.4828,MGC,19:00,19,0,
2408,92,92,1.0000,92,0.1126,10.3583,0.3261,8.5826,-0.0652,43,49,46,0.4420,20.3300,0.4130,46,-0.2168,-9.9717,0.2391,MGC,19:15,19,15,
2462,91,91,1.0000,91,0.4342,39.5102,0.4505,7.5330,0.0330,47,44,47,0.5801,27.2653,0.4894,44,0.2783,12.2449,0.4091,MGC,19:30,19,30,
2496,84,84,1.0000,84,-0.1721,-14.4544,0.2619,8.1262,0.2143,51,33,41,-0.0239,-0.9800,0.3171,43,-0.3134,-13.4744,0.2093,MGC,19:45,19,45,
2580,146,146,1.0000,146,0.2655,38.7685,0.4041,7.5527,0.0685,78,68,51,0.1765,9.0000,0.3922,95,0.3134,29.7685,0.4105,MGC,20:00,20,0,
2569,91,90,0.9890,90,0.1234,11.1028,0.3556,7.5703,0.0222,46,44,37,0.0450,1.6667,0.3243,53,0.1780,9.4361,0.3774,MGC,20:15,20,15,
2557,101,101,1.0000,101,0.3134,31.6582,0.4059,7.3624,-0.0891,46,55,34,0.2152,7.3164,0.3824,67,0.3633,24.3418,0.4179,MGC,20:30,20,30,
2560,97,97,1.0000,97,0.1443,14.0000,0.3814,7.3175,0.0309,50,47,38,0.1053,4.0000,0.3684,59,0.1695,10.0000,0.3898,MGC,20:45,20,45,
2581,362,358,0.9890,358,0.1983,70.9814,0.3492,7.8782,0.0279,184,174,131,0.1088,14.2553,0.3282,227,0.2499,56.7261,0.3612,MGC,21:00,21,0,
2580,189,188,0.9947,188,0.0937,17.6155,0.3351,7.0503,0.0638,100,88,75,-0.1167,-8.7560,0.2533,113,0.2334,26.3715,0.3894,MGC,21:15,21,15,
2580,180,178,0.9889,178,0.1619,28.8226,0.3764,6.9983,0.0787,96,82,72,0.1455,10.4740,0.3750,106,0.1731,18.3487,0.3774,MGC,21:30,21,30,
2576,132,132,1.0000,132,0.0555,7.3214,0.3333,7.1098,-0.0758,61,71,54,-0.2250,-12.1508,0.2407,78,0.2496,19.4722,0.3974,MGC,21:45,21,45,
2576,159,158,0.9937,158,0.1099,17.3574,0.3544,7.3164,0.1139,88,70,66,-0.1364,-9.0000,0.2879,92,0.2865,26.3574,0.4022,MGC,22:00,22,0,
2574,92,92,1.0000,92,0.0422,3.8865,0.3370,7.2967,-0.0652,43,49,40,-0.3022,-12.0897,0.2250,52,0.3072,15.9762,0.4231,MGC,22:15,22,15,
2575,144,143,0.9931,143,0.1735,24.8067,0.3776,6.9458,0.0629,76,67,70,0.1510,10.5708,0.3714,73,0.1950,14.2359,0.3836,MGC,22:30,22,30,US_DATA(EDT)
2567,107,107,1.0000,107,0.3344,35.7794,0.4393,6.8570,-0.1402,46,61,48,0.6940,33.3143,0.5625,59,0.0418,2.4651,0.3390,MGC,22:45,22,45,
2569,106,106,1.0000,106,0.1227,13.0041,0.3491,7.0283,0.1132,59,47,52,0.0861,4.4754,0.3462,54,0.1579,8.5287,0.3519,MGC,23:00,23,0,2300
2566,93,93,1.0000,93,-0.1150,-10.6957,0.2903,7.0237,0.1613,54,39,43,-0.0233,-1.0000,0.3256,50,-0.1939,-9.6957,0.2600,MGC,23:15,23,15,
2560,76,76,1.0000,76,0.0761,5.7800,0.3553,6.6829,0.1842,45,31,40,0.1445,5.7800,0.3750,36,0.0000,0.0000,0.3333,MGC,23:30,23,30,US_DATA(EST)/US_EQ(EDT)
2536,54,54,1.0000,54,0.2222,12.0000,0.4074,6.9204,-0.1111,24,30,27,0.1111,3.0000,0.3704,27,0.3333,9.0000,0.4444,MGC,23:45,23,45,
515,438,438,1.0000,438,0.1027,45.0000,0.3676,10.8938,0.0320,226,212,161,0.0248,4.0000,0.3416,277,0.1480,41.0000,0.3827,MNQ,00:00,0,0,
515,407,407,1.0000,407,0.1572,64.0000,0.3857,10.2740,0.0713,218,189,144,0.1042,15.0000,0.3681,263,0.1863,49.0000,0.3954,MNQ,00:15,0,15,
515,434,434,1.0000,434,0.1406,61.0000,0.3802,9.8952,-0.0184,213,221,147,-0.0204,-3.0000,0.3265,287,0.2230,64.0000,0.4077,MNQ,00:30,0,30,0030/US_EQ(EST)
515,408,408,1.0000,408,0.1324,54.0000,0.3775,9.1011,0.0931,223,185,145,0.2828,41.0000,0.4276,263,0.0494,13.0000,0.3498,MNQ,00:45,0,45,
515,466,465,0.9979,465,0.1604,74.5640,0.3849,11.5451,0.0108,235,230,160,0.2910,46.5640,0.4250,305,0.0918,28.0000,0.3639,MNQ,01:00,1,0,
515,448,448,1.0000,448,0.1853,83.0000,0.3951,10.4258,0.0268,230,218,151,0.1722,26.0000,0.3907,297,0.1919,57.0000,0.3973,MNQ,01:15,1,15,
515,467,467,1.0000,467,0.1884,88.0000,0.3961,11.9706,0.0364,242,225,162,0.2037,33.0000,0.4012,305,0.1803,55.0000,0.3934,MNQ,01:30,1,30,
515,458,458,1.0000,458,0.2380,109.0000,0.4127,10.9798,-0.0437,219,239,154,0.2468,38.0000,0.4156,304,0.2336,71.0000,0.4112,MNQ,01:45,1,45,
515,508,508,1.0000,508,0.1238,62.9138,0.3701,14.1309,0.0945,278,230,171,0.1302,22.2724,0.3743,337,0.1206,40.6415,0.3680,MNQ,02:00,2,0,
515,485,485,1.0000,485,0.0767,37.1762,0.3588,12.0727,0.0887,264,221,160,-0.0239,-3.8238,0.3250,325,0.1262,41.0000,0.3754,MNQ,02:15,2,15,
515,496,496,1.0000,496,0.1217,60.3455,0.3730,13.1719,0.0524,261,235,171,0.1131,19.3455,0.3684,325,0.1262,41.0000,0.3754,MNQ,02:30,2,30,
515,489,489,1.0000,489,0.0634,31.0214,0.3538,11.9949,-0.0920,222,267,169,-0.0237,-4.0000,0.3254,320,0.1094,35.0214,0.3688,MNQ,02:45,2,45,
515,512,512,1.0000,512,0.0794,40.6387,0.3555,19.1387,0.0352,265,247,176,0.1932,34.0000,0.3977,336,0.0198,6.6387,0.3333,MNQ,03:00,3,0,
515,512,512,1.0000,512,0.1154,59.0884,0.3672,15.6392,0.0781,276,236,175,0.1657,29.0000,0.3886,337,0.0893,30.0884,0.3561,MNQ,03:15,3,15,
515,510,510,1.0000,510,0.0134,6.8096,0.3314,15.9020,0.0275,262,248,174,0.0172,3.0000,0.3391,336,0.0113,3.8096,0.3274,MNQ,03:30,3,30,
