symbol,session,rr_target,confirm_bars,t80_minutes,n_before,n_after,avg_r_before,avg_r_after,wr_before,wr_after,t_stat,p_val,p_bh,verdict
MES,CME_CLOSE,1.5,4,75.0,365,64,-0.2012,-0.1725,0.3753,0.375,-1.2778,0.206004,0.261291,DIRECTIONAL (not significant)
MES,CME_CLOSE,2.0,1,46.0,1680,257,-0.1708,0.1244,0.3369,0.4358,1.5456,0.123431,0.16652,NO-BENEFIT (avg_r_after >= 0)
MES,CME_CLOSE,2.5,1,61.0,1537,193,-0.3298,0.1538,0.2355,0.3731,1.4198,0.157288,0.206562,NO-BENEFIT (avg_r_after >= 0)
MES,CME_CLOSE,3.0,1,128.0,1479,136,-0.4452,0.3337,0.1717,0.3824,2.2713,0.024709,0.039259,NO-BENEFIT (avg_r_after >= 0)
MES,CME_OPEN,1.0,1,71.0,2284,489,-0.1371,-0.0625,0.5328,0.5337,-1.5665,0.117868,0.160473,DIRECTIONAL (not significant)
MES,CME_OPEN,1.0,2,103.0,997,217,-0.091,-0.1165,0.5527,0.4977,-1.9201,0.056165,0.083684,SURVIVES — time-stop recommended
MES,CME_OPEN,1.0,3,107.0,790,183,-0.1109,-0.1462,0.5354,0.4809,-2.2135,0.028103,0.044085,SURVIVES — time-stop recommended
MES,CME_OPEN,1.0,4,149.0,676,156,-0.1229,-0.0722,0.5207,0.5192,-1.0029,0.317479,0.383664,DIRECTIONAL (not significant)
MES,CME_OPEN,1.0,5,171.0,631,137,-0.115,-0.0669,0.5198,0.5182,-0.865,0.388574,0.453336,DIRECTIONAL (not significant)
MES,CME_OPEN,1.5,1,184.0,2107,343,-0.2436,0.0607,0.3721,0.481,1.0151,0.310791,0.377425,NO-BENEFIT (avg_r_after >= 0)
MES,CME_OPEN,1.5,2,271.0,936,157,-0.1743,0.1184,0.3996,0.5032,1.3262,0.186716,0.238868,NO-BENEFIT (avg_r_after >= 0)
MES,CME_OPEN,1.5,3,306.0,750,122,-0.2254,0.0675,0.3707,0.4754,0.6599,0.510597,0.568863,NO-BENEFIT (avg_r_after >= 0)
MES,CME_OPEN,1.5,4,397.0,641,112,-0.2476,0.0466,0.3573,0.4643,0.4358,0.663841,0.708734,NO-BENEFIT (avg_r_after >= 0)
MES,CME_OPEN,1.5,5,417.0,600,103,-0.1846,0.0758,0.3833,0.4757,0.6765,0.500271,0.559312,NO-BENEFIT (avg_r_after >= 0)
MES,CME_OPEN,2.0,1,376.0,2018,274,-0.3109,0.2509,0.2825,0.4745,3.1366,0.001896,0.004102,NO-BENEFIT (avg_r_after >= 0)
MES,CME_OPEN,2.0,2,446.0,903,128,-0.2296,0.2894,0.3112,0.4844,2.4429,0.015944,0.026826,NO-BENEFIT (avg_r_after >= 0)
MES,CME_OPEN,2.0,3,464.0,736,107,-0.2667,0.3398,0.2935,0.4953,2.5795,0.011265,0.01976,NO-BENEFIT (avg_r_after >= 0)
MES,CME_OPEN,2.0,4,491.0,633,103,-0.2293,0.1572,0.3049,0.4272,1.1813,0.240223,0.298763,NO-BENEFIT (avg_r_after >= 0)
MES,CME_OPEN,2.0,5,483.0,589,100,-0.2018,0.1096,0.3124,0.41,0.8173,0.415694,0.480444,NO-BENEFIT (avg_r_after >= 0)
MES,CME_OPEN,2.5,1,496.0,1992,240,-0.3614,0.3299,0.2244,0.4292,3.3142,0.001062,0.002447,NO-BENEFIT (avg_r_after >= 0)
MES,CME_OPEN,2.5,2,578.0,902,109,-0.265,0.2839,0.2539,0.4128,1.9227,0.057156,0.08482,NO-BENEFIT (avg_r_after >= 0)
MES,CME_OPEN,2.5,3,558.0,726,101,-0.3052,0.2756,0.2383,0.4059,1.7818,0.077821,0.110619,NO-BENEFIT (avg_r_after >= 0)
MES,CME_OPEN,2.5,4,586.0,633,91,-0.2665,0.2575,0.248,0.3956,1.5689,0.12019,0.163037,NO-BENEFIT (avg_r_after >= 0)
MES,CME_OPEN,2.5,5,607.0,590,87,-0.2499,0.1763,0.2508,0.3678,1.0587,0.292695,0.357203,NO-BENEFIT (avg_r_after >= 0)
MES,CME_OPEN,3.0,1,581.0,1990,210,-0.3834,0.4003,0.1894,0.3952,3.3337,0.001014,0.002344,NO-BENEFIT (avg_r_after >= 0)
MES,CME_OPEN,3.0,2,647.0,896,98,-0.3075,0.3471,0.2098,0.3776,1.9731,0.051334,0.077576,NO-BENEFIT (avg_r_after >= 0)
MES,CME_OPEN,3.0,3,622.0,730,92,-0.3187,0.3321,0.2041,0.3696,1.8181,0.072338,0.104021,NO-BENEFIT (avg_r_after >= 0)
MES,CME_OPEN,3.0,4,719.0,644,70,-0.283,0.6521,0.2112,0.4571,3.0021,0.003731,0.007523,NO-BENEFIT (avg_r_after >= 0)
MES,CME_OPEN,3.0,5,747.0,594,73,-0.2499,0.3827,0.2189,0.3836,1.8496,0.068469,0.099421,NO-BENEFIT (avg_r_after >= 0)
MES,CME_OPEN,4.0,1,745.0,1974,173,-0.4149,0.6816,0.1434,0.3815,4.1642,4.9e-05,0.000163,NO-BENEFIT (avg_r_after >= 0)
MES,CME_OPEN,4.0,2,835.0,890,81,-0.3449,0.6269,0.1584,0.3704,2.6368,0.010051,0.017885,NO-BENEFIT (avg_r_after >= 0)
MES,CME_OPEN,4.0,3,862.0,740,61,-0.4029,0.8333,0.1432,0.4098,2.9275,0.004822,0.009293,NO-BENEFIT (avg_r_after >= 0)
MES,CME_OPEN,4.0,4,883.0,654,49,-0.293,1.0244,0.1667,0.449,3.1567,0.002756,0.005649,NO-BENEFIT (avg_r_after >= 0)
MES,CME_OPEN,4.0,5,885.0,603,54,-0.3268,0.7381,0.1575,0.3889,2.4607,0.017159,0.028547,NO-BENEFIT (avg_r_after >= 0)
MES,US_DATA_OPEN,1.0,1,45.0,3591,942,-0.1066,-0.1329,0.5569,0.4735,-4.4411,1e-05,3.9e-05,SURVIVES — time-stop recommended
MES,US_DATA_OPEN,1.0,2,50.0,1783,415,-0.1269,-0.1161,0.53,0.4771,-2.5441,0.011318,0.01976,SURVIVES — time-stop recommended
MES,US_DATA_OPEN,1.0,3,51.0,1563,363,-0.1483,-0.1171,0.5086,0.4766,-2.4002,0.016889,0.028161,SURVIVES — time-stop recommended
MES,US_DATA_OPEN,1.0,4,52.0,1479,340,-0.1328,-0.0565,0.5159,0.5059,-1.1123,0.266816,0.329413,DIRECTIONAL (not significant)
MES,US_DATA_OPEN,1.0,5,53.0,1428,321,-0.1385,-0.0402,0.507,0.5109,-0.764,0.445403,0.510802,DIRECTIONAL (not significant)
MES,US_DATA_OPEN,1.5,1,54.0,3722,815,-0.1508,-0.0526,0.428,0.416,-1.3298,0.183961,0.236567,DIRECTIONAL (not significant)
MES,US_DATA_OPEN,1.5,2,59.0,1820,351,-0.1743,0.0144,0.4044,0.4416,0.2359,0.813683,0.836223,NO-BENEFIT (avg_r_after >= 0)
MES,US_DATA_OPEN,1.5,3,63.0,1600,303,-0.1943,-0.0106,0.3888,0.429,-0.161,0.872208,0.889413,DIRECTIONAL (not significant)
MES,US_DATA_OPEN,1.5,4,64.0,1494,297,-0.1922,-0.0225,0.3862,0.4242,-0.3384,0.735315,0.76954,DIRECTIONAL (not significant)
MES,US_DATA_OPEN,1.5,5,69.0,1450,275,-0.1987,0.0245,0.3786,0.4436,0.3528,0.724473,0.759264,NO-BENEFIT (avg_r_after >= 0)
MES,US_DATA_OPEN,2.0,1,61.0,3777,722,-0.1798,0.0718,0.3466,0.3961,1.4488,0.147826,0.195172,NO-BENEFIT (avg_r_after >= 0)
MES,US_DATA_OPEN,2.0,2,71.0,1840,308,-0.1932,0.1633,0.331,0.4286,2.12,0.034808,0.053894,NO-BENEFIT (avg_r_after >= 0)
MES,US_DATA_OPEN,2.0,3,79.0,1621,256,-0.2129,0.184,0.3183,0.4336,2.1638,0.031408,0.049063,NO-BENEFIT (avg_r_after >= 0)
MES,US_DATA_OPEN,2.0,4,76.0,1505,260,-0.2255,0.0838,0.3096,0.3962,1.0041,0.316271,0.382854,NO-BENEFIT (avg_r_after >= 0)
MES,US_DATA_OPEN,2.0,5,87.0,1458,235,-0.2379,0.1395,0.3018,0.417,1.5776,0.116013,0.15853,NO-BENEFIT (avg_r_after >= 0)
MES,US_DATA_OPEN,2.5,1,73.0,3851,619,-0.2007,0.1941,0.2895,0.3813,3.1545,0.001686,0.003669,NO-BENEFIT (avg_r_after >= 0)
MES,US_DATA_OPEN,2.5,2,86.0,1870,262,-0.2136,0.2892,0.2775,0.4084,2.9994,0.002967,0.006048,NO-BENEFIT (avg_r_after >= 0)
MES,US_DATA_OPEN,2.5,3,96.0,1637,224,-0.2382,0.2992,0.2639,0.4107,2.8625,0.004603,0.008894,NO-BENEFIT (avg_r_after >= 0)
MES,US_DATA_OPEN,2.5,4,99.0,1532,214,-0.2471,0.2779,0.2591,0.4019,2.5933,0.010165,0.018044,NO-BENEFIT (avg_r_after >= 0)
MES,US_DATA_OPEN,2.5,5,110.0,1464,203,-0.2716,0.2583,0.248,0.3941,2.3455,0.01997,0.03271,NO-BENEFIT (avg_r_after >= 0)
MES,US_DATA_OPEN,3.0,1,82.0,3880,555,-0.2253,0.3561,0.2472,0.382,4.8375,2e-06,9e-06,NO-BENEFIT (avg_r_after >= 0)
MES,US_DATA_OPEN,3.0,2,101.0,1867,241,-0.2431,0.3881,0.2351,0.3859,3.4226,0.000729,0.001751,NO-BENEFIT (avg_r_after >= 0)
MES,US_DATA_OPEN,3.0,3,109.0,1630,204,-0.2653,0.3775,0.2245,0.3824,3.0646,0.002476,0.005175,NO-BENEFIT (avg_r_after >= 0)
MES,US_DATA_OPEN,3.0,4,115.0,1519,202,-0.2661,0.288,0.2225,0.3564,2.3515,0.019667,0.032357,NO-BENEFIT (avg_r_after >= 0)
MES,US_DATA_OPEN,3.0,5,127.0,1465,182,-0.2873,0.3783,0.213,0.3791,2.8757,0.004515,0.00877,NO-BENEFIT (avg_r_after >= 0)
MES,US_DATA_OPEN,4.0,1,106.0,3916,449,-0.2989,0.5008,0.1795,0.3408,5.0557,1e-06,5e-06,NO-BENEFIT (avg_r_after >= 0)
MES,US_DATA_OPEN,4.0,2,135.0,1880,189,-0.3305,0.669,0.167,0.3757,4.2471,3.4e-05,0.000116,NO-BENEFIT (avg_r_after >= 0)
MES,US_DATA_OPEN,4.0,3,153.0,1642,158,-0.3389,0.6081,0.1626,0.3544,3.5021,0.000601,0.001496,NO-BENEFIT (avg_r_after >= 0)
MES,US_DATA_OPEN,4.0,4,187.0,1560,136,-0.3232,0.797,0.1647,0.3971,4.1704,5.4e-05,0.000175,NO-BENEFIT (avg_r_after >= 0)
MES,US_DATA_OPEN,4.0,5,196.0,1472,138,-0.3636,0.6476,0.1535,0.3623,3.4593,0.000722,0.001751,NO-BENEFIT (avg_r_after >= 0)
MES,US_EQUITY_OPEN,1.0,1,46.0,3843,835,-0.0575,-0.0149,0.5209,0.5377,-0.4695,0.63881,0.684967,DIRECTIONAL (not significant)
MES,US_EQUITY_OPEN,1.0,2,68.0,1853,381,-0.0408,-0.0336,0.5246,0.5197,-0.7029,0.482545,0.544975,DIRECTIONAL (not significant)
MES,US_EQUITY_OPEN,1.0,3,85.0,1576,337,-0.0655,-0.0015,0.507,0.5371,-0.0299,0.976189,0.980152,DIRECTIONAL (not significant)
MES,US_EQUITY_OPEN,1.0,4,102.0,1496,317,-0.0587,0.0213,0.5094,0.5489,0.4082,0.683405,0.72787,NO-BENEFIT (avg_r_after >= 0)
MES,US_EQUITY_OPEN,1.0,5,107.0,1397,320,-0.0513,-0.034,0.5111,0.5188,-0.6524,0.514641,0.572509,DIRECTIONAL (not significant)
MES,US_EQUITY_OPEN,1.5,1,90.0,3940,700,-0.0757,0.2236,0.4089,0.5343,5.1635,0.0,0.0,NO-BENEFIT (avg_r_after >= 0)
MES,US_EQUITY_OPEN,1.5,2,140.0,1888,300,-0.0766,0.2513,0.4041,0.54,3.7549,0.000208,0.000591,NO-BENEFIT (avg_r_after >= 0)
MES,US_EQUITY_OPEN,1.5,3,184.0,1595,250,-0.0994,0.3684,0.3918,0.588,5.0651,1e-06,5e-06,NO-BENEFIT (avg_r_after >= 0)
MES,US_EQUITY_OPEN,1.5,4,194.0,1486,237,-0.1129,0.2893,0.3843,0.5527,3.825,0.000167,0.000492,NO-BENEFIT (avg_r_after >= 0)
MES,US_EQUITY_OPEN,1.5,5,219.0,1418,215,-0.0909,0.3588,0.3914,0.5814,4.5441,9e-06,3.5e-05,NO-BENEFIT (avg_r_after >= 0)
MES,US_EQUITY_OPEN,2.0,1,157.0,3986,563,-0.0925,0.499,0.3349,0.5435,8.5989,0.0,0.0,NO-BENEFIT (avg_r_after >= 0)
MES,US_EQUITY_OPEN,2.0,2,217.0,1878,239,-0.1062,0.5603,0.3259,0.5607,6.2478,0.0,0.0,NO-BENEFIT (avg_r_after >= 0)
MES,US_EQUITY_OPEN,2.0,3,259.0,1553,191,-0.1437,0.5922,0.3104,0.5707,5.8997,0.0,0.0,NO-BENEFIT (avg_r_after >= 0)
MES,US_EQUITY_OPEN,2.0,4,261.0,1443,186,-0.1577,0.5159,0.3042,0.543,5.0367,1e-06,5e-06,NO-BENEFIT (avg_r_after >= 0)
MES,US_EQUITY_OPEN,2.0,5,277.0,1346,171,-0.1598,0.4916,0.3024,0.5322,4.5774,9e-06,3.5e-05,NO-BENEFIT (avg_r_after >= 0)
MES,US_EQUITY_OPEN,2.5,1,211.0,3929,471,-0.1391,0.7528,0.2726,0.5456,10.1859,0.0,0.0,NO-BENEFIT (avg_r_after >= 0)
MES,US_EQUITY_OPEN,2.5,2,282.0,1828,182,-0.1839,0.7643,0.2555,0.544,6.3534,0.0,0.0,NO-BENEFIT (avg_r_after >= 0)
MES,US_EQUITY_OPEN,2.5,3,292.0,1483,159,-0.2436,0.6074,0.2347,0.4969,4.7085,5e-06,2.1e-05,NO-BENEFIT (avg_r_after >= 0)
MES,US_EQUITY_OPEN,2.5,4,272.0,1363,160,-0.2438,0.457,0.234,0.45,3.571,0.000471,0.001226,NO-BENEFIT (avg_r_after >= 0)
MES,US_EQUITY_OPEN,2.5,5,285.0,1266,151,-0.2278,0.463,0.2385,0.4503,3.5015,0.00061,0.001511,NO-BENEFIT (avg_r_after >= 0)
MES,US_EQUITY_OPEN,3.0,1,264.0,3854,398,-0.2065,0.916,0.2198,0.5201,9.8962,0.0,0.0,NO-BENEFIT (avg_r_after >= 0)
MES,US_EQUITY_OPEN,3.0,2,295.0,1753,171,-0.2653,0.7161,0.2014,0.462,5.0352,1e-06,5e-06,NO-BENEFIT (avg_r_after >= 0)
MES,US_EQUITY_OPEN,3.0,3,313.0,1434,130,-0.3233,0.7644,0.1841,0.4769,4.6873,7e-06,2.9e-05,NO-BENEFIT (avg_r_after >= 0)
MES,US_EQUITY_OPEN,3.0,4,304.0,1315,132,-0.3198,0.469,0.1848,0.3939,2.9414,0.003864,0.007721,NO-BENEFIT (avg_r_after >= 0)
MES,US_EQUITY_OPEN,3.0,5,314.0,1219,119,-0.3429,0.6332,0.178,0.437,3.7042,0.000324,0.00089,NO-BENEFIT (avg_r_after >= 0)
MES,US_EQUITY_OPEN,4.0,1,287.0,3630,336,-0.3388,0.8664,0.1471,0.4107,7.0718,0.0,0.0,NO-BENEFIT (avg_r_after >= 0)
MES,US_EQUITY_OPEN,4.0,2,327.0,1657,119,-0.427,1.0091,0.1261,0.437,4.7948,5e-06,2.1e-05,NO-BENEFIT (avg_r_after >= 0)
MES,US_EQUITY_OPEN,4.0,3,318.0,1334,112,-0.4925,0.4849,0.1109,0.3214,2.3646,0.019787,0.032482,NO-BENEFIT (avg_r_after >= 0)
MES,US_EQUITY_OPEN,4.0,4,301.0,1223,126,-0.4408,0.244,0.1218,0.2698,1.331,0.185611,0.238276,NO-BENEFIT (avg_r_after >= 0)
MES,US_EQUITY_OPEN,4.0,5,327.0,1135,90,-0.5426,0.4493,0.0996,0.3111,1.9647,0.052573,0.079287,NO-BENEFIT (avg_r_after >= 0)
MES,US_POST_EQUITY,1.0,1,43.0,2991,670,-0.0732,-0.1145,0.5326,0.4821,-3.2181,0.001353,0.003033,SURVIVES — time-stop recommended
MES,US_POST_EQUITY,1.0,2,67.0,1430,298,-0.0595,-0.1189,0.5364,0.4765,-2.2142,0.027577,0.043444,SURVIVES — time-stop recommended
MES,US_POST_EQUITY,1.0,3,77.0,1173,271,-0.0512,-0.1048,0.5354,0.4834,-1.8574,0.06435,0.094152,SURVIVES — time-stop recommended
MES,US_POST_EQUITY,1.0,4,88.0,1101,243,-0.0355,-0.0283,0.5422,0.5226,-0.4739,0.635981,0.68292,DIRECTIONAL (not significant)
MES,US_POST_EQUITY,1.0,5,95.0,1021,237,-0.0375,-0.0236,0.5377,0.5232,-0.3891,0.697558,0.736256,DIRECTIONAL (not significant)
MES,US_POST_EQUITY,1.5,1,80.0,3085,553,-0.1182,0.1404,0.4078,0.4973,2.8718,0.004238,0.008353,NO-BENEFIT (avg_r_after >= 0)
MES,US_POST_EQUITY,1.5,2,129.0,1477,222,-0.1249,0.2024,0.4008,0.518,2.5909,0.010211,0.018082,NO-BENEFIT (avg_r_after >= 0)
MES,US_POST_EQUITY,1.5,3,140.0,1202,201,-0.0941,0.1767,0.411,0.5075,2.1509,0.032686,0.050845,NO-BENEFIT (avg_r_after >= 0)
MES,US_POST_EQUITY,1.5,4,173.0,1126,173,-0.0889,0.2729,0.4103,0.5491,3.0946,0.002301,0.00485,NO-BENEFIT (avg_r_after >= 0)
MES,US_POST_EQUITY,1.5,5,177.0,1035,169,-0.0965,0.2778,0.4048,0.5503,3.1087,0.002207,0.004692,NO-BENEFIT (avg_r_after >= 0)
MES,US_POST_EQUITY,2.0,1,120.0,3118,458,-0.1468,0.3041,0.3294,0.476,4.7417,3e-06,1.3e-05,NO-BENEFIT (avg_r_after >= 0)
MES,US_POST_EQUITY,2.0,2,201.0,1489,168,-0.1476,0.476,0.3251,0.5357,4.4633,1.5e-05,5.5e-05,NO-BENEFIT (avg_r_after >= 0)
MES,US_POST_EQUITY,2.0,3,212.0,1196,159,-0.1468,0.3563,0.3236,0.4906,3.2324,0.001494,0.003319,NO-BENEFIT (avg_r_after >= 0)
MES,US_POST_EQUITY,2.0,4,203.0,1088,151,-0.0985,0.3242,0.3392,0.4834,2.8897,0.004428,0.008646,NO-BENEFIT (avg_r_after >= 0)
MES,US_POST_EQUITY,2.0,5,221.0,996,146,-0.1536,0.2618,0.3173,0.4589,2.2953,0.023151,0.037182,NO-BENEFIT (avg_r_after >= 0)
MES,US_POST_EQUITY,2.5,1,175.0,3143,379,-0.1601,0.5333,0.2784,0.4828,6.5169,0.0,0.0,NO-BENEFIT (avg_r_after >= 0)
MES,US_POST_EQUITY,2.5,2,233.0,1446,150,-0.1844,0.5706,0.2676,0.4933,4.362,2.4e-05,8.4e-05,NO-BENEFIT (avg_r_after >= 0)
MES,US_POST_EQUITY,2.5,3,245.0,1162,133,-0.2092,0.5642,0.2582,0.4887,4.0368,9.1e-05,0.00028,NO-BENEFIT (avg_r_after >= 0)
MES,US_POST_EQUITY,2.5,4,243.0,1055,126,-0.1723,0.4987,0.2682,0.4683,3.4756,0.000701,0.001705,NO-BENEFIT (avg_r_after >= 0)
MES,US_POST_EQUITY,2.5,5,264.0,973,108,-0.2246,0.4771,0.2497,0.463,3.0914,0.00254,0.005264,NO-BENEFIT (avg_r_after >= 0)
MES,US_POST_EQUITY,3.0,1,224.0,3122,318,-0.2131,0.7424,0.229,0.4843,7.3265,0.0,0.0,NO-BENEFIT (avg_r_after >= 0)
MES,US_POST_EQUITY,3.0,2,271.0,1428,118,-0.2571,0.6796,0.2136,0.4661,4.0727,8.5e-05,0.000265,NO-BENEFIT (avg_r_after >= 0)
MES,US_POST_EQUITY,3.0,3,272.0,1143,104,-0.2755,0.6339,0.2073,0.4519,3.5603,0.000562,0.001423,NO-BENEFIT (avg_r_after >= 0)
MES,US_POST_EQUITY,3.0,4,291.0,1048,86,-0.2338,0.8226,0.2185,0.5,4.146,8e-05,0.000252,NO-BENEFIT (avg_r_after >= 0)
MES,US_POST_EQUITY,3.0,5,290.0,947,84,-0.2918,0.6357,0.2006,0.4524,3.2049,0.001918,0.004137,NO-BENEFIT (avg_r_after >= 0)
MES,US_POST_EQUITY,4.0,1,278.0,3064,228,-0.3012,1.1699,0.1632,0.4868,7.8689,0.0,0.0,NO-BENEFIT (avg_r_after >= 0)
MES,US_POST_EQUITY,4.0,2,305.0,1372,95,-0.342,1.0533,0.1516,0.4632,4.6011,1.3e-05,4.9e-05,NO-BENEFIT (avg_r_after >= 0)
MES,US_POST_EQUITY,4.0,3,317.0,1102,71,-0.4042,1.0014,0.137,0.4507,3.7726,0.000335,0.000917,NO-BENEFIT (avg_r_after >= 0)
MES,US_POST_EQUITY,4.0,4,308.0,983,68,-0.405,0.6782,0.1353,0.3824,2.5766,0.012186,0.020979,NO-BENEFIT (avg_r_after >= 0)
MES,US_POST_EQUITY,4.0,5,317.0,896,61,-0.4517,0.8531,0.125,0.4098,2.9584,0.004419,0.008646,NO-BENEFIT (avg_r_after >= 0)
MGC,0030,1.0,1,34.0,1647,364,-0.4248,-0.2982,0.4778,0.5137,-8.1289,0.0,0.0,SURVIVES — time-stop recommended
MGC,0030,1.0,2,47.0,797,197,-0.3751,-0.2979,0.4881,0.4822,-5.6542,0.0,0.0,SURVIVES — time-stop recommended
MGC,0030,1.0,3,57.0,768,192,-0.3445,-0.2873,0.4948,0.4948,-5.4288,0.0,0.0,SURVIVES — time-stop recommended
MGC,0030,1.0,4,67.0,763,184,-0.3289,-0.2419,0.5007,0.5163,-4.3921,1.9e-05,6.8e-05,SURVIVES — time-stop recommended
MGC,0030,1.0,5,71.0,728,183,-0.3249,-0.2856,0.4918,0.4863,-5.1698,1e-06,5e-06,SURVIVES — time-stop recommended
MGC,0030,1.5,1,62.0,1735,282,-0.443,-0.0906,0.3723,0.5355,-1.7448,0.082117,0.11628,DIRECTIONAL (not significant)
MGC,0030,1.5,2,89.0,819,148,-0.3972,-0.0913,0.3773,0.5068,-1.2104,0.228072,0.285378,DIRECTIONAL (not significant)
MGC,0030,1.5,3,103.0,772,150,-0.3663,-0.099,0.3873,0.4933,-1.3048,0.193984,0.247313,DIRECTIONAL (not significant)
MGC,0030,1.5,4,115.0,748,147,-0.3762,-0.141,0.3743,0.4762,-1.8567,0.065365,0.095287,SURVIVES — time-stop recommended
MGC,0030,1.5,5,117.0,717,148,-0.3794,-0.1965,0.3654,0.4392,-2.5883,0.010613,0.018661,SURVIVES — time-stop recommended
MGC,0030,2.0,1,82.0,1705,277,-0.4506,-0.0688,0.3073,0.4657,-1.1161,0.265334,0.32813,DIRECTIONAL (not significant)
MGC,0030,2.0,2,122.0,809,128,-0.4075,0.0151,0.309,0.4844,0.1587,0.874169,0.889758,NO-BENEFIT (avg_r_after >= 0)
MGC,0030,2.0,3,138.0,753,128,-0.3935,-0.0257,0.3081,0.4531,-0.2639,0.792296,0.818779,DIRECTIONAL (not significant)
MGC,0030,2.0,4,149.0,723,127,-0.4084,-0.0946,0.296,0.4173,-0.9734,0.332207,0.396298,DIRECTIONAL (not significant)
MGC,0030,2.0,5,150.0,691,129,-0.4034,-0.1569,0.2952,0.3876,-1.6429,0.102863,0.142662,DIRECTIONAL (not significant)
MGC,0030,2.5,1,119.0,1714,213,-0.4782,0.1461,0.2526,0.4977,1.7952,0.074044,0.105859,NO-BENEFIT (avg_r_after >= 0)
MGC,0030,2.5,2,153.0,792,112,-0.4434,0.019,0.2487,0.4286,0.1661,0.868347,0.887484,NO-BENEFIT (avg_r_after >= 0)
MGC,0030,2.5,3,166.0,736,103,-0.4498,0.0743,0.2418,0.4272,0.5925,0.554804,0.610778,NO-BENEFIT (avg_r_after >= 0)
