instrument,bris_time,bris_h,bris_m,dst_regime,size_filter,dominance,dom_desc,avg_vol,n_breaks,avg_r,wr,total_r,median_orb_size,median_mfe_r
MES,1945,19,45,ALL,G8+,EU-MAIN,Europe mid-session,172.1,10,0.5,0.5,5.0,9.62,1.883
MES,2000,20,0,ALL,ALL_BREAKS,EU-MAIN,Europe afternoon,235.2,516,0.0291,0.343,15.0,2.5,1.0
MES,2000,20,0,ALL,G4+,EU-MAIN,Europe afternoon,235.2,123,-0.0244,0.3252,-3.0,5.5,1.048
MES,2000,20,0,ALL,G8+,EU-MAIN,Europe afternoon,235.2,27,0.2222,0.4074,6.0,11.25,1.562
MES,2015,20,15,ALL,ALL_BREAKS,EU-MAIN,Europe afternoon,184.6,516,0.0872,0.3624,45.0,2.25,1.0
MES,2015,20,15,ALL,G4+,EU-MAIN,Europe afternoon,184.6,87,0.2759,0.4253,24.0,5.0,1.286
MES,2015,20,15,ALL,G8+,EU-MAIN,Europe afternoon,184.6,19,-0.2105,0.2632,-4.0,9.5,0.881
MES,2030,20,30,ALL,ALL_BREAKS,EU-MAIN,Europe afternoon,209.8,516,0.093,0.3643,48.0,2.25,1.236
MES,2030,20,30,ALL,G4+,EU-MAIN,Europe afternoon,209.8,103,0.0777,0.3592,8.0,5.5,1.125
MES,2030,20,30,ALL,G8+,EU-MAIN,Europe afternoon,209.8,22,-0.1818,0.2727,-4.0,10.25,1.153
MES,2045,20,45,ALL,ALL_BREAKS,EU-MAIN,Europe afternoon,186.8,515,0.0602,0.3534,31.0,2.0,1.095
MES,2045,20,45,ALL,G4+,EU-MAIN,Europe afternoon,186.8,81,0.2222,0.4074,18.0,5.25,1.368
MES,2045,20,45,ALL,G8+,EU-MAIN,Europe afternoon,186.8,18,0.0,0.3333,0.0,10.12,0.947
MES,2100,21,0,ALL,ALL_BREAKS,EU-US-TRANS,"Europe PM, US pre-market",310.5,516,0.0,0.3333,0.0,2.75,1.0
MES,2100,21,0,ALL,G4+,EU-US-TRANS,"Europe PM, US pre-market",310.5,149,0.0671,0.3557,10.0,5.5,1.036
MES,2100,21,0,ALL,G8+,EU-US-TRANS,"Europe PM, US pre-market",310.5,25,-0.16,0.28,-4.0,10.0,0.719
MES,2115,21,15,ALL,ALL_BREAKS,EU-US-TRANS,"Europe PM, US pre-market",226.3,516,-0.0058,0.3314,-3.0,2.25,1.0
MES,2115,21,15,ALL,G4+,EU-US-TRANS,"Europe PM, US pre-market",226.3,100,-0.07,0.31,-7.0,5.25,0.949
MES,2115,21,15,ALL,G8+,EU-US-TRANS,"Europe PM, US pre-market",226.3,16,0.125,0.375,2.0,10.75,0.932
MES,2130,21,30,ALL,ALL_BREAKS,EU-US-TRANS,"Europe PM, US pre-market",269.5,516,-0.0058,0.3314,-3.0,2.5,0.969
MES,2130,21,30,ALL,G4+,EU-US-TRANS,"Europe PM, US pre-market",269.5,124,-0.1048,0.2984,-13.0,5.5,0.875
MES,2130,21,30,ALL,G8+,EU-US-TRANS,"Europe PM, US pre-market",269.5,20,-0.1,0.3,-2.0,10.75,1.155
MES,2145,21,45,ALL,ALL_BREAKS,EU-US-TRANS,"Europe PM, US pre-market",263.0,516,0.1279,0.376,66.0,2.25,1.25
MES,2145,21,45,ALL,G4+,EU-US-TRANS,"Europe PM, US pre-market",263.0,111,-0.0541,0.3153,-6.0,5.25,0.83
MES,2145,21,45,ALL,G8+,EU-US-TRANS,"Europe PM, US pre-market",263.0,17,-0.1176,0.2941,-2.0,10.0,0.83
MES,2200,22,0,ALL,ALL_BREAKS,CONTESTED,US+Europe overlap,394.1,516,0.0407,0.3469,21.0,3.0,1.184
MES,2200,22,0,ALL,G4+,CONTESTED,US+Europe overlap,394.1,175,0.0286,0.3429,5.0,5.5,1.312
MES,2200,22,0,ALL,G8+,CONTESTED,US+Europe overlap,394.1,38,-0.1316,0.2895,-5.0,10.12,1.052
MES,2215,22,15,ALL,ALL_BREAKS,CONTESTED,US+Europe overlap,325.8,516,-0.0233,0.3256,-12.0,2.5,1.0
MES,2215,22,15,ALL,G4+,CONTESTED,US+Europe overlap,325.8,135,-0.0222,0.3259,-3.0,5.75,0.895
MES,2215,22,15,ALL,G8+,CONTESTED,US+Europe overlap,325.8,31,0.0645,0.3548,2.0,10.5,0.81
MES,2230,22,30,ALL,ALL_BREAKS,CONTESTED,US+Europe overlap,799.9,514,0.1755,0.4027,90.23,3.75,1.226
MES,2230,22,30,ALL,G4+,CONTESTED,US+Europe overlap,799.9,254,0.1978,0.4213,50.23,7.75,1.159
MES,2230,22,30,ALL,G8+,CONTESTED,US+Europe overlap,799.9,125,0.2579,0.464,32.23,13.5,1.054
MES,2245,22,45,ALL,ALL_BREAKS,CONTESTED,US+Europe overlap,515.2,516,-0.025,0.3256,-12.92,3.25,1.104
MES,2245,22,45,ALL,G4+,CONTESTED,US+Europe overlap,515.2,190,-0.0417,0.3211,-7.92,5.5,1.089
MES,2245,22,45,ALL,G8+,CONTESTED,US+Europe overlap,515.2,49,-0.1616,0.2857,-7.92,10.25,0.657
MES,2300,23,0,WINTER,ALL_BREAKS,CONTESTED,US+Europe overlap (peak),610.2,178,0.0449,0.3483,8.0,3.0,1.0
MES,2300,23,0,WINTER,G4+,CONTESTED,US+Europe overlap (peak),610.2,61,-0.2131,0.2623,-13.0,5.25,0.75
MES,2300,23,0,WINTER,G8+,CONTESTED,US+Europe overlap (peak),610.2,9,-0.6667,0.1111,-6.0,11.5,0.398
MES,2300,23,0,SUMMER,ALL_BREAKS,CONTESTED,US+Europe overlap (peak),610.2,338,-0.0947,0.3018,-32.0,3.38,1.0
MES,2300,23,0,SUMMER,G4+,CONTESTED,US+Europe overlap (peak),610.2,131,-0.0153,0.3282,-2.0,6.0,1.188
MES,2300,23,0,SUMMER,G8+,CONTESTED,US+Europe overlap (peak),610.2,37,0.1351,0.3784,5.0,9.25,1.294
MES,2315,23,15,ALL,ALL_BREAKS,CONTESTED,US+Europe overlap (peak),518.1,516,0.0756,0.3585,39.0,3.0,1.25
MES,2315,23,15,ALL,G4+,CONTESTED,US+Europe overlap (peak),518.1,165,-0.0545,0.3152,-9.0,5.25,0.857
MES,2315,23,15,ALL,G8+,CONTESTED,US+Europe overlap (peak),518.1,28,-0.3571,0.2143,-10.0,10.75,0.804
MES,2330,23,30,ALL,ALL_BREAKS,CONTESTED,US+Europe overlap (peak),3513.3,517,0.0668,0.3636,34.51,8.0,1.0
MES,2330,23,30,ALL,G4+,CONTESTED,US+Europe overlap (peak),3513.3,446,0.1357,0.3879,60.51,8.75,1.116
MES,2330,23,30,ALL,G8+,CONTESTED,US+Europe overlap (peak),3513.3,271,0.1093,0.3838,29.63,11.25,1.0
MES,2345,23,45,ALL,ALL_BREAKS,CONTESTED,US+Europe overlap (peak),2633.0,517,0.122,0.3791,63.06,6.0,1.179
MES,2345,23,45,ALL,G4+,CONTESTED,US+Europe overlap (peak),2633.0,378,0.1298,0.3836,49.06,8.0,1.18
MES,2345,23,45,ALL,G8+,CONTESTED,US+Europe overlap (peak),2633.0,191,0.1144,0.3822,21.85,11.0,1.152
MES,0000,0,0,ALL,ALL_BREAKS,CONTESTED,US equity hours (peak vol),2803.5,517,0.1659,0.3926,85.78,6.25,1.357
MES,0000,0,0,ALL,G4+,CONTESTED,US equity hours (peak vol),2803.5,390,0.221,0.4128,86.21,7.5,1.283
MES,0000,0,0,ALL,G8+,CONTESTED,US equity hours (peak vol),2803.5,187,0.1826,0.4064,34.14,12.25,1.273
MES,0015,0,15,ALL,ALL_BREAKS,CONTESTED,US equity hours (peak vol),2180.6,517,0.1732,0.3926,89.54,5.0,1.333
MES,0015,0,15,ALL,G4+,CONTESTED,US equity hours (peak vol),2180.6,339,0.1185,0.3746,40.19,6.5,1.172
MES,0015,0,15,ALL,G8+,CONTESTED,US equity hours (peak vol),2180.6,119,0.138,0.3866,16.42,10.25,1.156
MES,0030,0,30,WINTER,ALL_BREAKS,CONTESTED,US equity hours (peak vol),3700.6,178,0.1318,0.3876,23.46,9.38,1.134
MES,0030,0,30,WINTER,G4+,CONTESTED,US equity hours (peak vol),3700.6,172,0.1552,0.3895,26.7,9.5,1.17
MES,0030,0,30,WINTER,G8+,CONTESTED,US equity hours (peak vol),3700.6,110,0.2063,0.4091,22.7,13.0,1.385
MES,0030,0,30,SUMMER,ALL_BREAKS,CONTESTED,US equity hours (peak vol),3700.6,338,0.2908,0.4379,98.28,6.25,1.387
MES,0030,0,30,SUMMER,G4+,CONTESTED,US equity hours (peak vol),3700.6,278,0.3083,0.446,85.71,6.88,1.457
MES,0030,0,30,SUMMER,G8+,CONTESTED,US equity hours (peak vol),3700.6,113,0.2537,0.4425,28.66,10.25,1.286
MES,0045,0,45,ALL,ALL_BREAKS,CONTESTED,US equity hours (peak vol),3040.6,516,0.1779,0.3953,91.8,6.75,1.203
MES,0045,0,45,ALL,G4+,CONTESTED,US equity hours (peak vol),3040.6,416,0.1942,0.4014,80.8,7.75,1.246
MES,0045,0,45,ALL,G8+,CONTESTED,US equity hours (peak vol),3040.6,195,0.0974,0.3744,19.0,11.25,1.172
MES,0100,1,0,ALL,ALL_BREAKS,CONTESTED,US mid-session,3115.6,516,0.1489,0.3915,76.84,6.25,1.155
MES,0100,1,0,ALL,G4+,CONTESTED,US mid-session,3115.6,421,0.1588,0.3967,66.84,7.5,1.2
MES,0100,1,0,ALL,G8+,CONTESTED,US mid-session,3115.6,200,0.1492,0.405,29.84,10.88,1.137
MES,0115,1,15,ALL,ALL_BREAKS,CONTESTED,US mid-session,2467.6,516,0.2271,0.4089,117.21,5.75,1.264
MES,0115,1,15,ALL,G4+,CONTESTED,US mid-session,2467.6,370,0.2222,0.4081,82.21,7.0,1.221
MES,0115,1,15,ALL,G8+,CONTESTED,US mid-session,2467.6,141,-0.0056,0.3333,-0.79,10.25,0.944
MES,0130,1,30,ALL,ALL_BREAKS,CONTESTED,US mid-session,2528.0,516,0.141,0.3857,72.78,5.5,1.216
MES,0130,1,30,ALL,G4+,CONTESTED,US mid-session,2528.0,390,0.102,0.3744,39.78,6.75,1.156
MES,0130,1,30,ALL,G8+,CONTESTED,US mid-session,2528.0,143,0.1092,0.3846,15.62,11.0,1.081
MES,0145,1,45,ALL,ALL_BREAKS,CONTESTED,US mid-session,2121.4,516,0.1199,0.374,61.87,5.12,1.182
MES,0145,1,45,ALL,G4+,CONTESTED,US mid-session,2121.4,346,0.0979,0.3671,33.87,6.75,1.15
MES,0145,1,45,ALL,G8+,CONTESTED,US mid-session,2121.4,117,0.0929,0.3675,10.87,10.5,1.236
MES,0200,2,0,ALL,ALL_BREAKS,US-FADE,"US afternoon, EU closed",2187.0,516,0.0826,0.3663,42.64,5.25,1.226
MES,0200,2,0,ALL,G4+,US-FADE,"US afternoon, EU closed",2187.0,350,0.0378,0.3514,13.21,6.5,1.188
MES,0200,2,0,ALL,G8+,US-FADE,"US afternoon, EU closed",2187.0,120,-0.1075,0.3083,-12.91,10.88,0.951
MES,0215,2,15,ALL,ALL_BREAKS,US-FADE,"US afternoon, EU closed",1782.4,516,0.1244,0.3779,64.2,4.75,1.213
MES,0215,2,15,ALL,G4+,US-FADE,"US afternoon, EU closed",1782.4,316,0.1241,0.3797,39.2,6.25,1.178
MES,0215,2,15,ALL,G8+,US-FADE,"US afternoon, EU closed",1782.4,98,0.0117,0.3469,1.15,10.0,1.121
MES,0230,2,30,ALL,ALL_BREAKS,US-FADE,"US afternoon, EU closed",1882.1,516,0.1216,0.3798,62.72,4.75,1.179
MES,0230,2,30,ALL,G4+,US-FADE,"US afternoon, EU closed",1882.1,321,0.1328,0.3863,42.64,6.5,1.16
MES,0230,2,30,ALL,G8+,US-FADE,"US afternoon, EU closed",1882.1,101,0.2197,0.4257,22.19,10.25,1.056
MES,0245,2,45,ALL,ALL_BREAKS,US-FADE,"US afternoon, EU closed",1664.7,514,0.1359,0.3833,69.84,4.5,1.173
MES,0245,2,45,ALL,G4+,US-FADE,"US afternoon, EU closed",1664.7,314,0.1549,0.3917,48.63,6.5,1.253
MES,0245,2,45,ALL,G8+,US-FADE,"US afternoon, EU closed",1664.7,96,0.0328,0.3646,3.15,10.5,1.169
MES,0300,3,0,ALL,ALL_BREAKS,US-FADE,US late session,1874.0,507,0.0393,0.355,19.91,5.25,1.077
MES,0300,3,0,ALL,G4+,US-FADE,US late session,1874.0,359,0.0295,0.3538,10.58,6.5,1.036
MES,0300,3,0,ALL,G8+,US-FADE,US late session,1874.0,115,-0.1538,0.2957,-17.68,9.75,0.976
MES,0315,3,15,ALL,ALL_BREAKS,US-FADE,US late session,1604.5,506,0.1108,0.3715,56.05,4.38,1.143
MES,0315,3,15,ALL,G4+,US-FADE,US late session,1604.5,306,0.1943,0.3987,59.45,6.25,1.169
MES,0315,3,15,ALL,G8+,US-FADE,US late session,1604.5,90,0.338,0.4444,30.42,10.62,1.192
MES,0330,3,30,ALL,ALL_BREAKS,US-FADE,US late session,1739.3,506,0.1892,0.4032,95.71,4.5,1.282
MES,0330,3,30,ALL,G4+,US-FADE,US late session,1739.3,302,0.128,0.3841,38.65,6.5,1.261
MES,0330,3,30,ALL,G8+,US-FADE,US late session,1739.3,99,0.0901,0.3737,8.92,10.25,0.875
MES,0345,3,45,ALL,ALL_BREAKS,US-FADE,US late session,1534.7,502,0.1841,0.4004,92.4,4.25,1.258
MES,0345,3,45,ALL,G4+,US-FADE,US late session,1534.7,297,0.2254,0.4175,66.93,5.75,1.34
MES,0345,3,45,ALL,G8+,US-FADE,US late session,1534.7,92,0.032,0.3587,2.94,10.88,0.767
MES,0400,4,0,ALL,ALL_BREAKS,US-FADE,US closing,1912.9,499,0.0326,0.3607,16.29,5.0,1.071
MES,0400,4,0,ALL,G4+,US-FADE,US closing,1912.9,338,-0.0808,0.3314,-27.31,6.5,1.0
MES,0400,4,0,ALL,G8+,US-FADE,US closing,1912.9,125,0.0541,0.408,6.76,11.75,1.111
MES,0415,4,15,ALL,ALL_BREAKS,US-FADE,US closing,1613.6,496,0.0592,0.3609,29.35,4.5,0.942
MES,0415,4,15,ALL,G4+,US-FADE,US closing,1613.6,289,0.0185,0.3529,5.35,6.25,0.912
MES,0415,4,15,ALL,G8+,US-FADE,US closing,1613.6,94,-0.0333,0.3404,-3.13,9.88,0.899
MES,0430,4,30,ALL,ALL_BREAKS,US-FADE,US closing,1693.1,496,0.153,0.3972,75.9,4.5,1.193
MES,0430,4,30,ALL,G4+,US-FADE,US closing,1693.1,305,0.0304,0.3607,9.27,6.0,1.097
MES,0430,4,30,ALL,G8+,US-FADE,US closing,1693.1,96,0.1403,0.3958,13.47,10.5,1.117
MES,0445,4,45,ALL,ALL_BREAKS,US-FADE,US closing,1511.8,496,0.1013,0.3871,50.25,4.25,1.123
MES,0445,4,45,ALL,G4+,US-FADE,US closing,1511.8,273,-0.0092,0.3626,-2.51,6.0,0.919
MES,0445,4,45,ALL,G8+,US-FADE,US closing,1511.8,90,0.011,0.3889,0.99,10.5,1.024
MES,0500,5,0,ALL,ALL_BREAKS,US-CLOSE,US post-close,1876.6,496,0.0379,0.3609,18.8,5.0,0.984
MES,0500,5,0,ALL,G4+,US-CLOSE,US post-close,1876.6,326,0.0172,0.362,5.6,6.5,0.965
MES,0500,5,0,ALL,G8+,US-CLOSE,US post-close,1876.6,121,-0.04,0.3554,-4.84,11.0,0.844
MES,0515,5,15,ALL,ALL_BREAKS,US-CLOSE,US post-close,1596.2,496,0.0818,0.375,40.55,4.25,1.0
MES,0515,5,15,ALL,G4+,US-CLOSE,US post-close,1596.2,285,-0.0121,0.3544,-3.45,6.25,0.88
MES,0515,5,15,ALL,G8+,US-CLOSE,US post-close,1596.2,87,-0.1624,0.3218,-14.13,10.75,0.767
MES,0530,5,30,ALL,ALL_BREAKS,US-CLOSE,US post-close,1845.0,495,0.065,0.3737,32.2,4.75,0.947
MES,0530,5,30,ALL,G4+,US-CLOSE,US post-close,1845.0,304,0.0168,0.3618,5.1,6.5,0.826
MES,0530,5,30,ALL,G8+,US-CLOSE,US post-close,1845.0,114,0.0626,0.3772,7.14,10.38,0.757
MES,0545,5,45,ALL,ALL_BREAKS,US-CLOSE,US post-close,1898.6,494,0.1172,0.415,57.89,4.75,0.944
MES,0545,5,45,ALL,G4+,US-CLOSE,US post-close,1898.6,328,0.0904,0.4177,29.66,6.5,0.854
MES,0545,5,45,ALL,G8+,US-CLOSE,US post-close,1898.6,119,0.0559,0.437,6.65,10.75,0.721
MES,0600,6,0,ALL,ALL_BREAKS,DEAD-ZONE,"US closed, quiet",1985.5,471,0.0935,0.4352,44.04,5.0,0.677
MES,0600,6,0,ALL,G4+,DEAD-ZONE,"US closed, quiet",1985.5,335,0.0585,0.4269,19.59,6.25,0.575
MES,0600,6,0,ALL,G8+,DEAD-ZONE,"US closed, quiet",1985.5,97,-0.0682,0.433,-6.62,12.25,0.482
MES,0615,6,15,ALL,ALL_BREAKS,DEAD-ZONE,"US closed, quiet",745.9,494,0.0423,0.3785,20.88,3.0,0.944
MES,0615,6,15,ALL,G4+,DEAD-ZONE,"US closed, quiet",745.9,171,0.0149,0.386,2.54,6.25,0.963
MES,0615,6,15,ALL,G8+,DEAD-ZONE,"US closed, quiet",745.9,52,-0.1388,0.3462,-7.22,11.0,0.793
MES,0630,6,30,ALL,ALL_BREAKS,DEAD-ZONE,"US closed, quiet",805.2,489,0.0283,0.3661,13.84,2.5,0.875
MES,0630,6,30,ALL,G4+,DEAD-ZONE,"US closed, quiet",805.2,153,0.0105,0.3791,1.61,6.5,0.841
MES,0630,6,30,ALL,G8+,DEAD-ZONE,"US closed, quiet",805.2,56,-0.233,0.3214,-13.05,11.12,0.568
MES,0645,6,45,ALL,ALL_BREAKS,DEAD-ZONE,"US closed, quiet",766.9,480,0.164,0.4396,78.71,2.5,1.143
MES,0645,6,45,ALL,G4+,DEAD-ZONE,"US closed, quiet",766.9,143,0.1079,0.4406,15.43,6.25,0.9
MES,0645,6,45,ALL,G8+,DEAD-ZONE,"US closed, quiet",766.9,52,-0.0726,0.4038,-3.78,10.62,0.594
MES,0700,7,0,ALL,ALL_BREAKS,DEAD-ZONE,"US closed, Asia not open",1857.7,143,-0.0423,0.4476,-6.05,5.0,0.462
MES,0700,7,0,ALL,G4+,DEAD-ZONE,"US closed, Asia not open",1857.7,102,-0.0754,0.4314,-7.69,6.25,0.403
MES,0700,7,0,ALL,G8+,DEAD-ZONE,"US closed, Asia not open",1857.7,29,-0.0242,0.5172,-0.7,10.75,0.324
MES,0715,7,15,ALL,ALL_BREAKS,DEAD-ZONE,"US closed, Asia not open",372.9,156,-0.1895,0.3269,-29.57,2.38,0.5
MES,0715,7,15,ALL,G4+,DEAD-ZONE,"US closed, Asia not open",372.9,34,-0.1397,0.4706,-4.75,6.12,0.412
MES,0715,7,15,ALL,G8+,DEAD-ZONE,"US closed, Asia not open",372.9,10,0.2974,0.8,2.97,12.25,0.86
MES,0730,7,30,ALL,ALL_BREAKS,DEAD-ZONE,"US closed, Asia not open",268.8,156,-0.0584,0.3782,-9.11,1.75,0.571
MES,0730,7,30,ALL,G4+,DEAD-ZONE,"US closed, Asia not open",268.8,22,-0.1589,0.3636,-3.5,6.62,0.309
MES,0730,7,30,ALL,G8+,DEAD-ZONE,"US closed, Asia not open",268.8,8,-0.1502,0.375,-1.2,12.12,0.403
MES,0745,7,45,ALL,ALL_BREAKS,DEAD-ZONE,"US closed, Asia not open",210.5,132,-0.0619,0.3561,-8.18,1.5,0.375
MES,0745,7,45,ALL,G4+,DEAD-ZONE,"US closed, Asia not open",210.5,8,-0.0127,0.625,-0.1,5.25,0.369
MES,0800,8,0,ALL,ALL_BREAKS,DEAD-ZONE,"US closed, Asia not open",552.2,292,0.0088,0.4623,2.57,4.75,0.433
MES,0800,8,0,ALL,G4+,DEAD-ZONE,"US closed, Asia not open",552.2,187,0.0331,0.4706,6.19,6.25,0.39
MES,0800,8,0,ALL,G8+,DEAD-ZONE,"US closed, Asia not open",552.2,68,0.0031,0.4853,0.21,11.88,0.344
MES,0815,8,15,ALL,ALL_BREAKS,DEAD-ZONE,"US closed, Asia not open",205.9,326,0.0648,0.411,21.14,2.25,0.667
MES,0815,8,15,ALL,G4+,DEAD-ZONE,"US closed, Asia not open",205.9,65,-0.1039,0.3846,-6.75,6.0,0.55
MES,0815,8,15,ALL,G8+,DEAD-ZONE,"US closed, Asia not open",205.9,21,-0.328,0.2857,-6.89,9.25,0.48
MES,0830,8,30,ALL,ALL_BREAKS,DEAD-ZONE,"US closed, Asia not open",190.5,299,0.0405,0.408,12.11,2.0,0.571
MES,0830,8,30,ALL,G4+,DEAD-ZONE,"US closed, Asia not open",190.5,58,-0.3574,0.2586,-20.73,5.12,0.393
MES,0830,8,30,ALL,G8+,DEAD-ZONE,"US closed, Asia not open",190.5,13,-0.6185,0.2308,-8.04,11.25,0.261
MES,0845,8,45,ALL,ALL_BREAKS,DEAD-ZONE,"US closed, Asia not open",143.7,240,0.0407,0.3875,9.77,1.5,0.333
MES,0845,8,45,ALL,G4+,DEAD-ZONE,"US closed, Asia not open",143.7,30,0.1062,0.5,3.19,5.62,0.374
MES,0845,8,45,ALL,G8+,DEAD-ZONE,"US closed, Asia not open",143.7,6,-0.0623,0.3333,-0.37,11.75,0.232
