symbol,session,rr_target,confirm_bars,n_winners,sample_class,session_max_min,t50,t80,t90,t95,t_max_obs,dead_exposure_min
MNQ,0030,1.0,3,238,CORE,300,25.0,82.0,124.0,185.0,347.0,218.0
MNQ,0030,1.0,4,238,CORE,300,32.0,92.0,154.0,223.0,349.0,208.0
MNQ,0030,1.0,5,230,CORE,300,33.0,99.0,146.0,209.0,343.0,201.0
MNQ,0030,1.5,1,397,CORE,300,23.0,66.0,112.0,179.0,379.0,234.0
MNQ,0030,1.5,2,189,PRELIMINARY,300,44.0,124.0,190.0,277.0,385.0,176.0
MNQ,0030,1.5,3,186,PRELIMINARY,300,50.0,132.0,190.0,231.0,371.0,168.0
MNQ,0030,1.5,4,176,PRELIMINARY,300,50.0,144.0,199.0,296.0,385.0,156.0
MNQ,0030,1.5,5,168,PRELIMINARY,300,55.0,147.0,200.0,259.0,437.0,153.0
MNQ,0030,2.0,1,327,CORE,300,39.0,122.0,170.0,208.0,388.0,178.0
MNQ,0030,2.0,2,150,PRELIMINARY,300,66.0,160.0,224.0,314.0,484.0,140.0
MNQ,0030,2.0,3,141,PRELIMINARY,300,66.0,206.0,270.0,324.0,459.0,94.0
MNQ,0030,2.0,4,126,PRELIMINARY,300,89.0,203.0,276.0,331.0,457.0,97.0
MNQ,0030,2.0,5,128,PRELIMINARY,300,101.0,222.0,298.0,334.0,447.0,78.0
MNQ,0030,2.5,1,270,CORE,300,58.0,155.0,234.0,299.0,468.0,145.0
MNQ,0030,2.5,2,121,PRELIMINARY,300,97.0,238.0,287.0,318.0,404.0,62.0
MNQ,0030,2.5,3,107,PRELIMINARY,300,101.0,239.0,309.0,329.0,386.0,61.0
MNQ,0030,2.5,4,99,REGIME,300,138.0,253.0,323.0,367.0,482.0,47.0
MNQ,0030,2.5,5,94,REGIME,300,113.0,238.0,295.0,332.0,378.0,62.0
MNQ,0030,3.0,1,219,CORE,300,75.0,193.0,284.0,317.0,383.0,107.0
MNQ,0030,3.0,2,93,REGIME,300,122.0,277.0,316.0,378.0,469.0,23.0
MNQ,0030,3.0,3,81,REGIME,300,140.0,262.0,315.0,349.0,449.0,38.0
MNQ,0030,3.0,4,79,REGIME,300,158.0,288.0,319.0,379.0,425.0,12.0
MNQ,0030,3.0,5,66,REGIME,300,138.0,272.0,304.0,333.0,449.0,28.0
MNQ,0030,4.0,1,148,PRELIMINARY,300,133.0,269.0,324.0,379.0,482.0,31.0
MNQ,0030,4.0,2,55,REGIME,300,140.0,242.0,317.0,377.0,461.0,58.0
MNQ,0030,4.0,3,49,REGIME,300,195.0,258.0,323.0,343.0,460.0,42.0
MNQ,0030,4.0,4,40,REGIME,300,179.0,272.0,329.0,336.0,466.0,28.0
MNQ,0030,4.0,5,38,REGIME,300,169.0,314.0,355.0,459.0,465.0,-14.0
MNQ,0900,1.0,1,348,CORE,480,16.0,42.0,82.0,135.0,822.0,438.0
MNQ,0900,1.0,2,172,PRELIMINARY,480,18.0,56.0,91.0,201.0,502.0,424.0
MNQ,0900,1.0,3,163,PRELIMINARY,480,18.0,62.0,97.0,163.0,834.0,418.0
MNQ,0900,1.0,4,166,PRELIMINARY,480,18.0,57.0,101.0,188.0,599.0,423.0
MNQ,0900,1.0,5,175,PRELIMINARY,480,22.0,68.0,109.0,222.0,597.0,412.0
MNQ,0900,1.5,1,286,CORE,480,27.0,74.0,130.0,316.0,729.0,406.0
MNQ,0900,1.5,2,139,PRELIMINARY,480,45.0,112.0,248.0,504.0,867.0,368.0
MNQ,0900,1.5,3,125,PRELIMINARY,480,41.0,108.0,247.0,492.0,865.0,372.0
MNQ,0900,1.5,4,139,PRELIMINARY,480,41.0,106.0,202.0,484.0,713.0,374.0
MNQ,0900,1.5,5,144,PRELIMINARY,480,44.0,117.0,229.0,354.0,731.0,363.0
MNQ,0900,2.0,1,238,CORE,480,49.0,117.0,224.0,495.0,935.0,363.0
MNQ,0900,2.0,2,115,PRELIMINARY,480,62.0,146.0,401.0,534.0,941.0,334.0
MNQ,0900,2.0,3,104,PRELIMINARY,480,57.0,159.0,356.0,515.0,936.0,321.0
MNQ,0900,2.0,4,118,PRELIMINARY,480,51.0,138.0,252.0,497.0,919.0,342.0
MNQ,0900,2.0,5,120,PRELIMINARY,480,68.0,175.0,362.0,545.0,981.0,305.0
MNQ,0900,2.5,1,208,CORE,480,64.0,150.0,229.0,438.0,974.0,330.0
MNQ,0900,2.5,2,105,PRELIMINARY,480,83.0,171.0,448.0,533.0,949.0,309.0
MNQ,0900,2.5,3,94,REGIME,480,83.0,215.0,448.0,547.0,975.0,265.0
MNQ,0900,2.5,4,104,PRELIMINARY,480,75.0,215.0,363.0,525.0,962.0,265.0
MNQ,0900,2.5,5,113,PRELIMINARY,480,95.0,338.0,510.0,630.0,1033.0,142.0
MNQ,0900,3.0,1,188,PRELIMINARY,480,80.0,189.0,450.0,540.0,884.0,291.0
MNQ,0900,3.0,2,94,REGIME,480,103.0,276.0,518.0,749.0,864.0,204.0
MNQ,0900,3.0,3,84,REGIME,480,113.0,278.0,486.0,533.0,856.0,202.0
MNQ,0900,3.0,4,95,REGIME,480,93.0,297.0,464.0,557.0,938.0,183.0
MNQ,0900,3.0,5,104,PRELIMINARY,480,123.0,394.0,512.0,611.0,925.0,86.0
MNQ,0900,4.0,1,159,PRELIMINARY,480,127.0,351.0,516.0,573.0,957.0,129.0
MNQ,0900,4.0,2,79,REGIME,480,161.0,438.0,549.0,886.0,940.0,42.0
MNQ,0900,4.0,3,72,REGIME,480,196.0,470.0,714.0,882.0,1159.0,10.0
MNQ,0900,4.0,4,78,REGIME,480,161.0,443.0,547.0,864.0,957.0,37.0
MNQ,0900,4.0,5,84,REGIME,480,208.0,531.0,727.0,879.0,1065.0,-51.0
MNQ,1000,1.0,1,426,CORE,480,15.0,38.0,63.0,106.0,414.0,442.0
MNQ,1000,1.0,2,229,CORE,480,18.0,48.0,81.0,112.0,419.0,432.0
MNQ,1000,1.0,3,220,CORE,480,18.0,54.0,91.0,150.0,418.0,426.0
MNQ,1000,1.0,4,219,CORE,480,21.0,55.0,104.0,166.0,411.0,425.0
MNQ,1000,1.0,5,219,CORE,480,24.0,56.0,96.0,165.0,456.0,424.0
MNQ,1000,1.5,1,355,CORE,480,24.0,64.0,115.0,224.0,809.0,416.0
MNQ,1000,1.5,2,185,PRELIMINARY,480,36.0,86.0,162.0,263.0,628.0,394.0
MNQ,1000,1.5,3,171,PRELIMINARY,480,37.0,129.0,236.0,315.0,800.0,351.0
MNQ,1000,1.5,4,175,PRELIMINARY,480,50.0,130.0,260.0,338.0,799.0,350.0
MNQ,1000,1.5,5,177,PRELIMINARY,480,50.0,128.0,265.0,357.0,797.0,352.0
MNQ,1000,2.0,1,294,CORE,480,39.0,117.0,302.0,365.0,808.0,363.0
MNQ,1000,2.0,2,156,PRELIMINARY,480,63.0,226.0,355.0,410.0,802.0,254.0
MNQ,1000,2.0,3,146,PRELIMINARY,480,60.0,273.0,353.0,416.0,702.0,207.0
MNQ,1000,2.0,4,148,PRELIMINARY,480,86.0,303.0,393.0,437.0,715.0,177.0
MNQ,1000,2.0,5,146,PRELIMINARY,480,84.0,276.0,396.0,430.0,854.0,204.0
MNQ,1000,2.5,1,247,CORE,480,62.0,210.0,344.0,430.0,803.0,270.0
MNQ,1000,2.5,2,134,PRELIMINARY,480,96.0,322.0,410.0,448.0,802.0,158.0
MNQ,1000,2.5,3,126,PRELIMINARY,480,105.0,366.0,424.0,540.0,853.0,114.0
MNQ,1000,2.5,4,128,PRELIMINARY,480,100.0,357.0,436.0,587.0,855.0,123.0
MNQ,1000,2.5,5,120,PRELIMINARY,480,109.0,338.0,425.0,469.0,859.0,142.0
MNQ,1000,3.0,1,219,CORE,480,88.0,335.0,429.0,537.0,849.0,145.0
MNQ,1000,3.0,2,123,PRELIMINARY,480,143.0,395.0,469.0,593.0,802.0,85.0
MNQ,1000,3.0,3,111,PRELIMINARY,480,149.0,412.0,519.0,705.0,861.0,68.0
MNQ,1000,3.0,4,114,PRELIMINARY,480,181.0,412.0,524.0,779.0,860.0,68.0
MNQ,1000,3.0,5,107,PRELIMINARY,480,175.0,402.0,495.0,740.0,860.0,78.0
MNQ,1000,4.0,1,185,PRELIMINARY,480,161.0,430.0,551.0,730.0,870.0,50.0
MNQ,1000,4.0,2,95,REGIME,480,221.0,504.0,728.0,806.0,887.0,-24.0
MNQ,1000,4.0,3,90,REGIME,480,307.0,546.0,784.0,846.0,916.0,-66.0
MNQ,1000,4.0,4,91,REGIME,480,340.0,542.0,783.0,831.0,884.0,-62.0
MNQ,1000,4.0,5,90,REGIME,480,309.0,500.0,759.0,844.0,908.0,-20.0
MNQ,1100,1.0,1,489,CORE,420,13.0,43.0,78.0,124.0,540.0,377.0
MNQ,1100,1.0,2,261,CORE,420,26.0,64.0,98.0,148.0,785.0,356.0
MNQ,1100,1.0,3,261,CORE,420,24.0,70.0,111.0,182.0,769.0,350.0
MNQ,1100,1.0,4,272,CORE,420,25.0,85.0,148.0,231.0,1018.0,335.0
MNQ,1100,1.0,5,271,CORE,420,27.0,93.0,158.0,267.0,1003.0,327.0
MNQ,1100,1.5,1,418,CORE,420,26.0,93.0,152.0,258.0,1196.0,327.0
MNQ,1100,1.5,2,208,CORE,420,46.0,138.0,219.0,310.0,792.0,282.0
MNQ,1100,1.5,3,220,CORE,420,46.0,151.0,224.0,304.0,791.0,269.0
MNQ,1100,1.5,4,217,CORE,420,55.0,154.0,264.0,386.0,789.0,266.0
MNQ,1100,1.5,5,216,CORE,420,56.0,158.0,296.0,417.0,789.0,262.0
MNQ,1100,2.0,1,353,CORE,420,44.0,135.0,243.0,341.0,794.0,285.0
MNQ,1100,2.0,2,176,PRELIMINARY,420,73.0,229.0,317.0,429.0,802.0,191.0
MNQ,1100,2.0,3,188,PRELIMINARY,420,82.0,231.0,352.0,447.0,797.0,189.0
MNQ,1100,2.0,4,185,PRELIMINARY,420,100.0,276.0,403.0,609.0,796.0,144.0
MNQ,1100,2.0,5,190,PRELIMINARY,420,104.0,265.0,359.0,459.0,795.0,155.0
MNQ,1100,2.5,1,313,CORE,420,62.0,215.0,338.0,442.0,803.0,205.0
MNQ,1100,2.5,2,158,PRELIMINARY,420,107.0,326.0,408.0,513.0,836.0,94.0
MNQ,1100,2.5,3,159,PRELIMINARY,420,142.0,349.0,440.0,633.0,833.0,71.0
MNQ,1100,2.5,4,165,PRELIMINARY,420,134.0,324.0,436.0,620.0,812.0,96.0
MNQ,1100,2.5,5,164,PRELIMINARY,420,140.0,351.0,439.0,650.0,905.0,69.0
MNQ,1100,3.0,1,280,CORE,420,91.0,298.0,416.0,497.0,837.0,122.0
MNQ,1100,3.0,2,134,PRELIMINARY,420,183.0,371.0,470.0,704.0,908.0,49.0
MNQ,1100,3.0,3,135,PRELIMINARY,420,221.0,400.0,645.0,757.0,904.0,20.0
MNQ,1100,3.0,4,141,PRELIMINARY,420,188.0,376.0,591.0,755.0,1091.0,44.0
MNQ,1100,3.0,5,140,PRELIMINARY,420,187.0,411.0,591.0,737.0,1091.0,9.0
MNQ,1100,4.0,1,211,CORE,420,209.0,406.0,600.0,759.0,1095.0,14.0
MNQ,1100,4.0,2,107,PRELIMINARY,420,285.0,461.0,660.0,740.0,1094.0,-41.0
MNQ,1100,4.0,3,103,PRELIMINARY,420,282.0,472.0,654.0,759.0,1121.0,-52.0
MNQ,1100,4.0,4,108,PRELIMINARY,420,272.0,486.0,682.0,773.0,1138.0,-66.0
MNQ,1100,4.0,5,102,PRELIMINARY,420,286.0,480.0,716.0,794.0,1250.0,-60.0
MNQ,1800,1.0,1,526,CORE,420,17.0,53.0,90.0,132.0,383.0,367.0
MNQ,1800,1.0,2,272,CORE,420,23.0,71.0,119.0,178.0,382.0,349.0
MNQ,1800,1.0,3,269,CORE,420,27.0,88.0,151.0,195.0,381.0,332.0
MNQ,1800,1.0,4,261,CORE,420,29.0,97.0,146.0,204.0,380.0,323.0
MNQ,1800,1.0,5,258,CORE,420,34.0,105.0,154.0,206.0,380.0,315.0
MNQ,1800,1.5,1,440,CORE,420,34.0,94.0,161.0,210.0,384.0,326.0
MNQ,1800,1.5,2,216,CORE,420,45.0,148.0,209.0,260.0,397.0,272.0
MNQ,1800,1.5,3,217,CORE,420,61.0,162.0,226.0,273.0,395.0,258.0
MNQ,1800,1.5,4,210,CORE,420,74.0,171.0,236.0,282.0,394.0,249.0
MNQ,1800,1.5,5,197,PRELIMINARY,420,83.0,193.0,253.0,312.0,394.0,227.0
MNQ,1800,2.0,1,372,CORE,420,57.0,178.0,238.0,302.0,398.0,242.0
MNQ,1800,2.0,2,179,PRELIMINARY,420,91.0,227.0,263.0,320.0,400.0,193.0
MNQ,1800,2.0,3,180,PRELIMINARY,420,104.0,238.0,301.0,320.0,397.0,182.0
MNQ,1800,2.0,4,169,PRELIMINARY,420,133.0,259.0,314.0,339.0,398.0,161.0
MNQ,1800,2.0,5,165,PRELIMINARY,420,132.0,269.0,317.0,338.0,406.0,151.0
MNQ,1800,2.5,1,311,CORE,420,99.0,239.0,320.0,341.0,529.0,181.0
MNQ,1800,2.5,2,151,PRELIMINARY,420,143.0,284.0,321.0,334.0,528.0,136.0
MNQ,1800,2.5,3,149,PRELIMINARY,420,151.0,302.0,325.0,344.0,499.0,118.0
MNQ,1800,2.5,4,148,PRELIMINARY,420,174.0,307.0,327.0,365.0,498.0,113.0
MNQ,1800,2.5,5,143,PRELIMINARY,420,201.0,310.0,332.0,375.0,497.0,110.0
MNQ,1800,3.0,1,267,CORE,420,151.0,294.0,325.0,353.0,403.0,126.0
MNQ,1800,3.0,2,130,PRELIMINARY,420,179.0,321.0,334.0,373.0,552.0,99.0
MNQ,1800,3.0,3,127,PRELIMINARY,420,230.0,322.0,334.0,351.0,438.0,98.0
MNQ,1800,3.0,4,126,PRELIMINARY,420,232.0,319.0,337.0,376.0,445.0,101.0
MNQ,1800,3.0,5,125,PRELIMINARY,420,240.0,320.0,349.0,379.0,655.0,100.0
MNQ,1800,4.0,1,209,CORE,420,244.0,327.0,353.0,389.0,492.0,93.0
MNQ,1800,4.0,2,103,PRELIMINARY,420,293.0,346.0,369.0,399.0,659.0,74.0
MNQ,1800,4.0,3,101,PRELIMINARY,420,305.0,348.0,374.0,399.0,659.0,72.0
MNQ,1800,4.0,4,96,REGIME,420,290.0,347.0,393.0,439.0,658.0,73.0
MNQ,1800,4.0,5,90,REGIME,420,300.0,349.0,388.0,441.0,597.0,71.0
MNQ,CME_OPEN,1.0,1,245,CORE,480,29.0,82.0,172.0,266.0,878.0,398.0
MNQ,CME_OPEN,1.0,2,111,PRELIMINARY,480,32.0,92.0,183.0,295.0,875.0,388.0
MNQ,CME_OPEN,1.0,3,102,PRELIMINARY,480,40.0,102.0,268.0,447.0,875.0,378.0
MNQ,CME_OPEN,1.0,4,99,REGIME,480,45.0,146.0,366.0,450.0,873.0,334.0
MNQ,CME_OPEN,1.0,5,100,PRELIMINARY,480,59.0,154.0,399.0,463.0,873.0,326.0
MNQ,CME_OPEN,1.5,1,155,PRELIMINARY,480,63.0,264.0,504.0,604.0,883.0,216.0
MNQ,CME_OPEN,1.5,2,77,REGIME,480,73.0,308.0,504.0,602.0,880.0,172.0
MNQ,CME_OPEN,1.5,3,69,REGIME,480,99.0,401.0,499.0,622.0,879.0,79.0
MNQ,CME_OPEN,1.5,4,70,REGIME,480,98.0,406.0,529.0,619.0,878.0,74.0
MNQ,CME_OPEN,1.5,5,68,REGIME,480,93.0,401.0,574.0,731.0,878.0,79.0
MNQ,CME_OPEN,2.0,1,123,PRELIMINARY,480,96.0,430.0,610.0,776.0,985.0,50.0
MNQ,CME_OPEN,2.0,2,59,REGIME,480,120.0,516.0,635.0,905.0,984.0,-36.0
MNQ,CME_OPEN,2.0,3,56,REGIME,480,136.0,507.0,761.0,905.0,984.0,-27.0
MNQ,CME_OPEN,2.0,4,56,REGIME,480,151.0,528.0,756.0,900.0,980.0,-48.0
MNQ,CME_OPEN,2.0,5,52,REGIME,480,194.0,545.0,723.0,904.0,981.0,-65.0
MNQ,CME_OPEN,2.5,1,102,PRELIMINARY,480,133.0,496.0,749.0,861.0,1037.0,-16.0
MNQ,CME_OPEN,2.5,2,51,REGIME,480,171.0,528.0,786.0,929.0,1036.0,-48.0
MNQ,CME_OPEN,2.5,3,45,REGIME,480,217.0,574.0,859.0,928.0,1035.0,-94.0
MNQ,CME_OPEN,2.5,4,47,REGIME,480,216.0,747.0,891.0,962.0,1023.0,-267.0
MNQ,CME_OPEN,2.5,5,46,REGIME,480,409.0,630.0,890.0,928.0,1033.0,-150.0
MNQ,CME_OPEN,3.0,1,86,REGIME,480,190.0,550.0,797.0,863.0,935.0,-70.0
MNQ,CME_OPEN,3.0,2,39,REGIME,480,229.0,565.0,797.0,864.0,932.0,-85.0
MNQ,CME_OPEN,3.0,3,35,REGIME,480,344.0,569.0,784.0,859.0,892.0,-89.0
MNQ,CME_OPEN,3.0,4,39,REGIME,480,432.0,842.0,891.0,930.0,938.0,-362.0
MNQ,CME_OPEN,3.0,5,39,REGIME,480,422.0,789.0,874.0,890.0,925.0,-309.0
MNQ,CME_OPEN,4.0,1,62,REGIME,480,287.0,573.0,858.0,890.0,957.0,-93.0
MNQ,CME_OPEN,4.0,2,33,REGIME,480,438.0,803.0,886.0,927.0,940.0,-323.0
MNQ,CME_OPEN,4.0,3,29,INVALID,480,517.0,852.0,883.0,921.0,927.0,-372.0
MNQ,CME_OPEN,4.0,4,30,REGIME,480,530.0,851.0,880.0,931.0,957.0,-371.0
MNQ,CME_OPEN,4.0,5,31,REGIME,480,559.0,819.0,887.0,932.0,953.0,-339.0
MNQ,US_EQUITY_OPEN,1.0,1,508,CORE,300,18.0,55.0,95.0,143.0,366.0,245.0
MNQ,US_EQUITY_OPEN,1.0,2,256,CORE,300,26.0,77.0,134.0,198.0,490.0,223.0
MNQ,US_EQUITY_OPEN,1.0,3,250,CORE,300,31.0,91.0,139.0,204.0,489.0,209.0
MNQ,US_EQUITY_OPEN,1.0,4,241,CORE,300,41.0,108.0,188.0,263.0,488.0,192.0
MNQ,US_EQUITY_OPEN,1.0,5,229,CORE,300,41.0,130.0,210.0,257.0,487.0,170.0
MNQ,US_EQUITY_OPEN,1.5,1,403,CORE,300,32.0,91.0,164.0,237.0,491.0,209.0
MNQ,US_EQUITY_OPEN,1.5,2,200,CORE,300,52.0,155.0,236.0,331.0,461.0,145.0
MNQ,US_EQUITY_OPEN,1.5,3,190,PRELIMINARY,300,62.0,180.0,227.0,333.0,391.0,120.0
MNQ,US_EQUITY_OPEN,1.5,4,182,PRELIMINARY,300,62.0,196.0,252.0,365.0,421.0,104.0
MNQ,US_EQUITY_OPEN,1.5,5,180,PRELIMINARY,300,68.0,188.0,244.0,305.0,422.0,112.0
MNQ,US_EQUITY_OPEN,2.0,1,328,CORE,300,48.0,163.0,256.0,336.0,394.0,137.0
MNQ,US_EQUITY_OPEN,2.0,2,152,PRELIMINARY,300,72.0,214.0,332.0,383.0,532.0,86.0
MNQ,US_EQUITY_OPEN,2.0,3,141,PRELIMINARY,300,82.0,246.0,335.0,374.0,511.0,54.0
MNQ,US_EQUITY_OPEN,2.0,4,132,PRELIMINARY,300,99.0,226.0,320.0,363.0,496.0,74.0
MNQ,US_EQUITY_OPEN,2.0,5,130,PRELIMINARY,300,129.0,268.0,352.0,377.0,494.0,32.0
MNQ,US_EQUITY_OPEN,2.5,1,264,CORE,300,73.0,216.0,340.0,378.0,533.0,84.0
MNQ,US_EQUITY_OPEN,2.5,2,112,PRELIMINARY,300,108.0,240.0,291.0,374.0,527.0,60.0
MNQ,US_EQUITY_OPEN,2.5,3,99,REGIME,300,124.0,270.0,371.0,395.0,502.0,30.0
MNQ,US_EQUITY_OPEN,2.5,4,104,PRELIMINARY,300,139.0,299.0,359.0,374.0,530.0,1.0
MNQ,US_EQUITY_OPEN,2.5,5,89,REGIME,300,135.0,328.0,378.0,394.0,530.0,-28.0
MNQ,US_EQUITY_OPEN,3.0,1,196,PRELIMINARY,300,93.0,235.0,280.0,377.0,531.0,65.0
MNQ,US_EQUITY_OPEN,3.0,2,83,REGIME,300,130.0,263.0,321.0,378.0,536.0,37.0
MNQ,US_EQUITY_OPEN,3.0,3,70,REGIME,300,149.0,265.0,325.0,373.0,408.0,35.0
MNQ,US_EQUITY_OPEN,3.0,4,70,REGIME,300,176.0,329.0,379.0,425.0,502.0,-29.0
MNQ,US_EQUITY_OPEN,3.0,5,52,REGIME,300,129.0,275.0,333.0,494.0,526.0,25.0
MNQ,US_EQUITY_OPEN,4.0,1,125,PRELIMINARY,300,158.0,304.0,376.0,396.0,545.0,-4.0
MNQ,US_EQUITY_OPEN,4.0,2,42,REGIME,300,143.0,278.0,333.0,375.0,405.0,22.0
MNQ,US_EQUITY_OPEN,4.0,3,32,REGIME,300,196.0,262.0,343.0,375.0,496.0,38.0
MNQ,US_EQUITY_OPEN,4.0,4,27,INVALID,300,164.0,314.0,375.0,376.0,495.0,-14.0
MNQ,US_EQUITY_OPEN,4.0,5,25,INVALID,300,210.0,346.0,372.0,375.0,377.0,-46.0
